OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,9854,18406125,0,296878.68526851
getBlockLocations,1446,5767979,0,335668.583909622
OP: try new BlockReader,9855,1477729276,2867624,15730920.9645116
RPC:getBlockLocations,1446,226248436,1723985,9248059.60384965
getFileInfo,4036,7549723,0,246123.180633969
newBlockReader,9855,1472059952,1912237,9844995.37568119
bestNode,9854,18202349,0,26715.3293651458
RPC:getFileInfo,4036,32513165,240790,4317181.46261526
blockSeekTo,9855,2001017549,3273645,17447979.6938466
OP: new blockSender,9855,1464481019,0,1069583.94766276
readBlock,9855,49651352813,384242042,2890583889.52771
checksumOk,9855,32800860,0,363699.732650593
sendBlock,9853,49544838099,377076260,2862978487.98237
verifiedByClient,9730,177778571,0,136888.965343058
OP: receive block,9855,49544031641,382226252,2881942989.253
