OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,3616,8170664,0,213171.119484832
mkdirs,239,741402900,1051779,16486927.529239
RPC:getFileInfo,3616,47094840,496616,6058494.42805788
RPC:mkdirs,239,756409419,1843204,20861733.0818891
nextBlockOutputStream,2248,18890115874,15772264,244361187.639149
OP: new BlockReceiver,6762,18704728656,0,63455346.1763506
addBlock,2295,211198098,31860,662682.297893979
createBlockOutputStream,2295,18780380769,14094680,246810503.997311
OP: connect next Datanode,4547,18703658390,3566395,128055205.50857
RPC:addBlock,2295,221811151,1104178,9762292.81267992
RPC:create,228,422642985,1993921,20816217.3494151
create,228,421055226,1165909,13150550.3011697
OP: send block,2248,59711679469,708476514,8324243876.14821
writeBlock,6795,60463955240,715623550,8464265824.87846
receiveBlock,6744,60036524352,709736629,8402570753.23819
complete,228,742316795,1010933,12685281.9459065
RPC:complete,228,747024545,1670807,18407349.1885962
rename,211,440774668,1090383,15127190.7946287
RPC:rename,211,445251813,1976831,20168199.7551342
setPermission,211,524118382,1071076,13674560.3759874
RPC:setPermission,211,525890393,1924266,18418165.2527645
setOwner,211,646395346,918856,17723552.0568717
RPC:setOwner,211,648059820,1890859,21970778.9842024
getListing,211,3983044,82558,238503.706161138
RPC:getListing,211,419755747,1309921,7435936.98736176
RPC:getContentSummary,211,37956537,1779171,5668908.57187994
getContentSummary,211,6328532,286151,508762.652448653
getBlockLocations,308,7675969,101948,327128.989177488
RPC:getBlockLocations,308,206236011,1116087,11884553.3538954
newBlockReader,2052,1875509012,1854245,15215483.9345526
blockSeekTo,2052,18163239358,4019255,96562415.505495
OP: new blockSender,2052,1862587444,19220,3346725.25980335
chooseDataNode,2059,4338683,0,278023.532151529
OP: try new BlockReader,2059,18147840635,3586573,110022630.435546
bestNode,2059,616899,0,22877.3699854299
readBlock,2052,449997357726,388645521,1571654540.26518
sendBlock,2052,449993835967,382933013,1516400556.49792
OP: receive block,2052,60326735822,386420412,1419400937.29183
checksumOk,2051,11024157,0,344288.162709236
verifiedByClient,1976,5467464044,0,5549483.00858516
RPC:delete,418,1054626774,1681798,15525134.1642744
delete,418,1053554472,925288,10755653.4463713
abandonBlock,47,851335,154137,274197.574468084
RPC:abandonBlock,47,14167432,1084112,3656384.78723402
