OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,64,5687492,0,985793.154427088
addBlock,327,4884385,0,547070.181702341
RPC:getFileInfo,64,15400117,1714790,4296363.99973964
RPC:addBlock,327,28299133,1400748,3219504.23419978
RPC:create,64,28356957,2407364,4136490.76041665
create,64,14329054,1271986,2623027.91666664
abandonBlock,244,632128,0,245616.279644809
createBlockOutputStream,327,18096229959,13481932,2397395375.14147
RPC:abandonBlock,244,14453197,954126,1802315.08319668
nextBlockOutputStream,139,27175231031,16011817,5645206628.12219
OP: new BlockReceiver,262,18022906561,448936,216757506.731596
writeBlock,337,18031216841,1072362199,2967695146.48602
OP: connect next Datanode,254,18007675315,3893321,1297814361.78384
OP: send block,83,6323894267,1060905770,2674516362.65059
receiveBlock,249,6330059816,1063157455,2692816714.68416
RPC:complete,8,13197371,2465976,4673839.25
complete,8,12172203,1571835,3484730.5
