OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,1371,4733031,0,264411.42582751
RPC:getFileInfo,1368,211866600,587572,6664486.06791659
getBlockLocations,505,5804204,0,397572.285808577
RPC:getBlockLocations,505,93262707,1626285,11399096.3475248
readBlock,3307,21956310279,309883590,1543070244.80225
sendBlock,3308,21928503520,302038182,1492003215.10869
newBlockReader,3308,1581463305,2840602,11642538.1573736
blockSeekTo,3308,1584316269,4263783,22018957.4911624
OP: new blockSender,3308,410725813,0,803027.31179775
OP: receive block,3659,21953197194,305289146,1541047515.14546
chooseDataNode,3307,6070880,0,285183.59372513
OP: try new BlockReader,3308,1583914771,3771223,20553062.5653482
checksumOk,3191,4903159,0,349783.590845599
verifiedByClient,3180,628184892,0,419818.664249662
bestNode,3307,626528,0,23757.8606322082
