OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,3087,8021013,21339,282757.478965673
getBlockLocations,450,7797298,17910,396477.114814811
OP: try new BlockReader,3087,60595838041,1718587,515545361.650084
RPC:getBlockLocations,450,896716479,1512393,14787934.0577777
getFileInfo,1192,6400670,0,276040.031824596
newBlockReader,3055,2405234310,3015259,12091828.1822733
bestNode,3087,4315309,0,24910.8778588095
RPC:getFileInfo,1192,218893422,363173,5654843.34055206
blockSeekTo,3055,60606002493,4609983,467372855.134616
OP: new blockSender,3053,2401391112,0,2666201.54471504
readBlock,3054,49644451579,378496709,2088587308.9535
checksumOk,3054,8154107,195590,348298.489602002
sendBlock,3054,48849597198,372099084,2047643332.53599
verifiedByClient,2929,54342833,0,176762.05108429
OP: receive block,3055,48849190850,376461070,2076210316.85381
