TaskID,TID,OpName,StartTime,EndTime,HostAddress,HostName,Agent,Description
B49753790A900250,6ACA061DD959DD50,getFileInfo,166679701623432,166679701978630,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
B49753790A900250,48B85FC164036A0C,RPC:getFileInfo,16980923113047,16980924754624,10.107.130.17,client028,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
B49753790A900250,5702D7E723A45D0C,mkdirs,166679716615338,166679718104333,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
B49753790A900250,48B85FC164036A0C,RPC:mkdirs,16980937866664,16980940386552,10.107.130.17,client028,RPC Client,Success: return(OW[class=boolean,value=true])
B49753790A900250,807BA98657FFD315,fs -mkdir,16980918619076,16980940418569,10.107.130.17,client028,User: fs -mkdir dir_client028_13450,A user task
74B828FB31965449,9B43A1EF0DC99AE3,getFileInfo,166679719767893,166679720073506,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
8E95D2A09AA5E54A,371F59F4A5721ADC,getFileInfo,166679722332591,166679722466773,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
74B828FB31965449,DC21360CE5DDA63A,RPC:getFileInfo,17416670109183,17416671687443,10.107.133.187,client016,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
74B828FB31965449,93FFDD7C6C199067,mkdirs,166679733673337,166679734603095,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
74B828FB31965449,DC21360CE5DDA63A,RPC:mkdirs,17416683828060,17416685613140,10.107.133.187,client016,RPC Client,Success: return(OW[class=boolean,value=true])
74B828FB31965449,BB3CCA00A1C37495,fs -mkdir,17416665486671,17416685644896,10.107.133.187,client016,User: fs -mkdir dir_client016_11890,A user task
8E95D2A09AA5E54A,5285EBFE85D6695B,RPC:getFileInfo,17114239145505,17114240471772,10.107.135.137,client024,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
8E95D2A09AA5E54A,7D00BB52CAF2DC1A,mkdirs,166679737586979,166679738327898,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
8E95D2A09AA5E54A,5285EBFE85D6695B,RPC:mkdirs,17114254348559,17114255549956,10.107.135.137,client024,RPC Client,Success: return(OW[class=boolean,value=true])
8E95D2A09AA5E54A,78C2F49906073C16,fs -mkdir,17114234557579,17114255586666,10.107.135.137,client024,User: fs -mkdir dir_client024_13183,A user task
D9A894FC84E3D62B,E698842783D4AFD5,getFileInfo,166680711361926,166680712875565,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
D9A894FC84E3D62B,169D2225509FA1F3,RPC:getFileInfo,17016031114745,17016034789295,10.107.131.64,client027,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
D9A894FC84E3D62B,B77A7BE15CBC47D4,mkdirs,166680727619618,166680729849207,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
D9A894FC84E3D62B,169D2225509FA1F3,RPC:mkdirs,17016047319396,17016050841116,10.107.131.64,client027,RPC Client,Success: return(OW[class=boolean,value=true])
D9A894FC84E3D62B,C8E80CE24307FBA8,fs -mkdir,17016025800065,17016050884822,10.107.131.64,client027,User: fs -mkdir dir_client027_11121,A user task
BC52E614DCF7195A,EBB11DF9A52236A9,getFileInfo,166681691031790,166681691546587,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
BC52E614DCF7195A,20A574847579CDCC,RPC:getFileInfo,17645720116238,17645722175342,10.107.131.95,client009,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
BC52E614DCF7195A,3D4CCC5E5FDC6FB4,mkdirs,166681706988744,166681708067067,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
BC52E614DCF7195A,20A574847579CDCC,RPC:mkdirs,17645736133013,17645738075499,10.107.131.95,client009,RPC Client,Success: return(OW[class=boolean,value=true])
BC52E614DCF7195A,9921CBD1C822C707,fs -mkdir,17645713724933,17645738109400,10.107.131.95,client009,User: fs -mkdir dir_client009_1285,A user task
5197484493FB80A7,CDD04AD86BF92E8B,getFileInfo,166681730122093,166681730550712,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
34C5EA650D7C4DE5,4DF3FE4332A2D0D4,getFileInfo,166681734642426,166681734994525,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
3C47A05E6CCC7A58,F2B8972743494D32,getFileInfo,166681738822189,166681739164926,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
FF859EEF9CE2A4F8,1F688864E0FD6B92,getFileInfo,166681745499411,166681745680373,10.107.131.195,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
5197484493FB80A7,9A77E365B67032AD,RPC:getFileInfo,17869121149236,17869122997649,10.107.131.152,client004,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=null])
5197484493FB80A7,9FC5D967D8D17027,mkdirs,166681746073655,166681747174125,10.107.131.195,namenode,Namenode,Success: return(OW[class=boolean,value=true])
5197484493FB80A7,9A77E365B67032AD,RPC:mkdirs,17869137073264,17869138892109,10.107.131.152,client004,RPC Client,Success: return(OW[class=boolean,value=true])
5197484493FB80A7,1A67E8F141CC0B5F,fs -mkdir,17869115952484,17869138928761,10.107.131.152,client004,User: fs -mkdir dir_client004_9115,A user task
