OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,4318,464062892,0,396431.539601282
mkdirs,280,376309718,1022306,12005727.0482144
RPC:getFileInfo,4318,467572917,361409,4196731.252588
RPC:mkdirs,280,402087393,1821524,14833739.4085722
nextBlockOutputStream,2525,3572764933,16292740,67053787.0346482
OP: new BlockReceiver,7575,3559309655,0,22648830.7512066
addBlock,2525,709279020,0,2153361.13436694
createBlockOutputStream,2525,3566020307,14152590,60642560.1212153
OP: connect next Datanode,5050,3558320272,3480338,26898301.7221861
RPC:addBlock,2525,719133279,909927,5647410.11539932
RPC:create,256,552168222,2165790,17507640.2565103
create,256,549649430,1226055,14832579.5247393
writeBlock,7575,57664368401,661336563,4953055231.73364
receiveBlock,7575,57638174287,655205210,4913673658.92305
OP: send block,2525,57615374433,653839254,4870224678.8181
RPC:complete,256,1339448042,1637826,25897458.6859373
complete,256,1312673365,824547,23340204.2606773
rename,254,856696541,1116744,23766749.2545928
RPC:rename,254,860611449,1645619,25934628.9514435
RPC:setPermission,254,530686342,2126695,21572220.3674539
setPermission,254,529138393,1042437,18814312.2139103
setOwner,254,876168659,914559,16046661.7217845
RPC:setOwner,254,883046013,1796739,18624585.3766405
getListing,254,1175275,0,185664.612204726
RPC:getListing,254,41628316,1252200,3931852.08333331
getContentSummary,254,3348675,201861,450042.763779525
RPC:getContentSummary,254,34071302,1738249,4284715.50754591
getBlockLocations,365,10792443,0,323380.758904113
RPC:getBlockLocations,365,33649286,1356413,7547057.59178072
newBlockReader,2584,2167157444,2533474,13377255.4818279
blockSeekTo,2445,9377827890,149636,31440234.997402
OP: new blockSender,2584,2158173883,0,3589730.71267506
chooseDataNode,2586,3195667134,0,5824428.32114493
OP: try new BlockReader,2584,2170531870,3823605,25439111.9290079
bestNode,2589,13179886,0,28976.1600801926
readBlock,2584,11514383867,572812,1136620537.77016
sendBlock,2443,10731187729,33631943,1132269658.70925
OP: receive block,2476,11514343679,21435698,1155819927.80439
checksumOk,2425,10251764,0,355564.051890024
verifiedByClient,2330,6951336476,0,15299220.4987334
RPC:delete,500,1214699071,1399771,24263588.1574996
delete,500,1213614518,943027,21754125.3886671
RPC:reportBadBlocks,7,15210051,2204133,5961280
reportBadBlocks,7,1695880,303881,634603.142857142
