OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,745,1570873608,18207999,61119174.2649604
OP: new BlockReceiver,2235,1560213662,346533,18681222.8653394
getFileInfo,69,5910237,186413,986603.103381636
addBlock,745,95994308,169136,962500.49966442
RPC:getFileInfo,69,24109058,1998928,5859431.83043477
createBlockOutputStream,745,1567610053,14750940,56154028.6473248
OP: connect next Datanode,1490,1559437084,3876295,25263529.1764554
RPC:addBlock,745,112615682,1193653,4167033.9996421
RPC:create,69,208882075,2275641,11060235.227053
create,69,181451994,1331885,8056482.94202898
OP: send block,745,48665532244,641898880,4855809764.72386
writeBlock,2235,48716511227,649858853,4856984560.34608
receiveBlock,2235,48693467412,644696552,4819138119.6754
RPC:complete,69,2266254278,2064220,42611010.7971017
complete,69,110073487,1116537,8752202.40096617
