OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,6108,7893829,0,165474.875266914
mkdirs,570,3505641,858550,1421717.31461519
RPC:getFileInfo,6108,215907172,200945604,202964428.533949
RPC:mkdirs,570,208340319,201925700,202911977.625695
complete,570,6534654,794952,1419543.26848818
RPC:complete,570,407379351,201909090,299252477.418198
RPC:create,570,209510877,201933064,203219646.281946
create,570,7402073,844563,1557810.08854819
rename,570,38307640,696449,1491039.50014493
RPC:rename,570,239673766,201872054,202941155.523291
setPermission,559,12764386,620615,1223898.37210218
RPC:setPermission,559,214546929,201525513,203041363.092908
setOwner,553,7271963,640991,1206096.5748365
RPC:setOwner,553,208814231,201644915,203020108.556035
getListing,548,613330,34253,189550.269974789
RPC:getListing,548,215282291,201571295,202661365.263959
RPC:getContentSummary,544,212636840,202068076,203174354.411942
getContentSummary,544,836813,164932,409319.00430432
RPC:delete,541,207236751,201801106,202566810.559368
delete,541,3424116,740142,1260770.42201708
