OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,689,6379987000,16018880,479966291.544728
OP: new BlockReceiver,2089,3037572749,0,62067064.7575551
getFileInfo,73,5679703,368909,1185524.28082194
addBlock,784,6398210,70470,552917.168686219
RPC:getFileInfo,73,19711926,2530326,5692035.45296813
createBlockOutputStream,784,3078532507,13737763,485271808.259654
OP: connect next Datanode,1460,3029342353,3923114,229761277.180212
RPC:addBlock,784,59855475,1404764,3717758.16853742
RPC:create,73,564594636,2472810,19669691.7305934
create,73,563273576,1323005,17123831.8493149
OP: send block,689,31891959536,701281612,3498727048.82763
writeBlock,2149,31966528191,708353884,3467999949.36571
receiveBlock,2067,31928601183,702284842,3457296929.40275
abandonBlock,95,816793,118416,311052.287719296
RPC:abandonBlock,95,29038922,1164491,3541442.90175441
complete,74,568107810,1210827,19590456.7477477
RPC:complete,74,570914524,1875660,21207268.1486487
