OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,516,192538707843,16486765,6326592670.15229
OP: new BlockReceiver,1570,63099144864,0,753774551.23461
getFileInfo,54,4778388,403714,1161636.54783946
addBlock,594,5431775,0,534123.977890001
RPC:getFileInfo,54,11292795,2299049,4726431.00154324
createBlockOutputStream,594,69118698952,2388855,6450765642.69889
OP: connect next Datanode,1104,66079352683,1381651,3099841066.53737
RPC:addBlock,594,20506816,1392767,3224088.70777219
RPC:create,54,1756875015,2553603,37400566.2777776
create,54,1750256734,1567071,35395867.0185188
OP: send block,516,13089135294,489947228,3167798874.73092
writeBlock,1620,66080582587,2345437,4904734942.05206
receiveBlock,1548,13098675466,492829863,3186772017.1751
complete,54,554193720,1220369,16172494.0123457
RPC:complete,54,555863490,2211604,18416319.0123457
abandonBlock,78,771391,69187,269405.297863247
RPC:abandonBlock,78,27544802,783093,3393475.31153845
