OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,4889,10764543,0,207134.928525013
mkdirs,331,700462046,1075131,16589033.7647915
RPC:getFileInfo,4888,221262724,536625,4359947.3073638
RPC:mkdirs,331,715984969,1979844,19870518.5822629
nextBlockOutputStream,2966,13823010500,15420647,110882294.673877
OP: new BlockReceiver,8897,13797012351,0,43618114.147685
addBlock,2966,689487862,0,2197754.52202645
createBlockOutputStream,2966,13817939659,13741618,103325025.113948
OP: connect next Datanode,5931,13796244234,3109287,45109017.9083529
RPC:addBlock,2966,692623510,717393,6375618.9759162
RPC:create,300,794900421,2297555,36227524.4477778
create,300,793226571,1128132,33054573.807778
OP: send block,2966,125935493194,627556619,11403772207.1502
writeBlock,8898,126119990444,655644432,11591803992.2025
receiveBlock,8898,126021936928,637205428,11526662323.7493
complete,300,961613431,924998,24121480.847778
RPC:complete,300,963972507,1758753,27462306.0411112
rename,286,807483439,923807,26693801.6153843
RPC:rename,286,808571160,1923906,29086657.3986013
setPermission,286,727387953,1176987,23670875.3275062
RPC:setPermission,286,731692627,2220129,27351569.7333913
setOwner,286,929477496,872894,30315227.9953383
RPC:setOwner,286,935299455,1911518,33362086.0920746
getListing,286,767765,73837,182362.171328669
RPC:getListing,286,592088269,1263797,10620329.1958042
RPC:getContentSummary,286,23819925,1548412,4321015.64452214
getContentSummary,286,990725,203041,420953.110722604
getBlockLocations,413,267339618,0,915887.154156572
RPC:getBlockLocations,413,270460203,1709073,8466006.15415655
newBlockReader,2750,4770839179,1616926,19375431.2445165
blockSeekTo,2750,4773649112,4172312,27589159.6310948
OP: new blockSender,2750,4763692427,0,8348154.97671256
chooseDataNode,2750,16911558,138547,306256.07187243
OP: try new BlockReader,2750,4773242131,3612124,26200055.0632863
bestNode,2750,8137096,0,27345.1502984135
sendBlock,2750,50228510328,373613549,1874199912.96348
OP: receive block,2750,50597915510,380902568,1946067459.26366
checksumOk,2750,11866808,153918,374017.49308367
verifiedByClient,2747,5468882528,0,23722365.2839372
readBlock,2749,50600894257,387175279,1997251635.20986
RPC:delete,562,1082997921,1624799,29346637.0555459
delete,562,1081923317,982432,26443023.890777
