TaskID,TID,OpName,StartTime,EndTime,HostAddress,HostName,Agent,Description
93282D24CB53005B,AEAF3FDAB13D3AF1,getFileInfo,4015556173313752,4015556173860129,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@11afd9b2])
93282D24CB53005B,790B8424A9A605C1,RPC:getFileInfo,3973542952065364,3973542960113766,10.107.100.132,client021,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@3e48dea8])
93282D24CB53005B,FC0B0157A363997F,getFileInfo,4015556190011596,4015556190239515,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@96015c5])
93282D24CB53005B,790B8424A9A605C1,RPC:getFileInfo,3973542970116866,3973542971655615,10.107.100.132,client021,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@10e73e0])
93282D24CB53005B,416D6A83BF620405,getFileInfo,4015556202745457,4015556202966526,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@77fb5458])
93282D24CB53005B,790B8424A9A605C1,RPC:getFileInfo,3973542982910112,3973542984169047,10.107.100.132,client021,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@7be44bf8])
93282D24CB53005B,CCCCD57DD7B99708,getFileInfo,4015556204170351,4015556204387411,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@155e9af2])
93282D24CB53005B,790B8424A9A605C1,RPC:getFileInfo,3973542984336031,3973542985450201,10.107.100.132,client021,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@6cbd98b2])
93282D24CB53005B,A5E4C6E916FFB8A0,getBlockLocations,4015556207865586,4015556208794282,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlocks,value=org.apache.hadoop.hdfs.protocol.LocatedBlocks@406f8d74])
93282D24CB53005B,790B8424A9A605C1,RPC:getBlockLocations,3973542987983204,3973542993493721,10.107.100.132,client021,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.LocatedBlocks,value=org.apache.hadoop.hdfs.protocol.LocatedBlocks@6fe6badb])
93282D24CB53005B,790B8424A9A605C1,bestNode,3973542994182033,3973542994209959,10.107.100.132,client021,DFSClient,Success: chosen bestNode = 10.107.100.62:50010 in nodes = 10.107.100.62:50010 10.107.100.32:50010
93282D24CB53005B,790B8424A9A605C1,chooseDataNode,3973542994150262,3973542994505107,10.107.100.132,client021,DFSClient,Success: chosenNode = /10.107.100.62:50010
93282D24CB53005B,790B8424A9A605C1,newBlockReader,3973543197538505,3973543314475287,10.107.100.132,client021,DFSClient,Success: return a valid BlockReader
93282D24CB53005B,790B8424A9A605C1,OP: try new BlockReader,3973542994894164,3973543314603437,10.107.100.132,client021,DFSClient,Success: chosenNode = 10.107.100.62:50010
93282D24CB53005B,790B8424A9A605C1,blockSeekTo,3973542993703774,3973543314669296,10.107.100.132,client021,DFSClient,Success: chosenNode = 10.107.100.62:50010 for blk_7714931905471034840_36804 of /user/hadoop/hdfsFile_4_blocks
93282D24CB53005B,3C956EE2532347AE,OP: new blockSender,735889486592120,735889488244231,10.107.100.62,datanode003,Datanode,Success: return(OP_STATUS_SUCCESS)
93282D24CB53005B,3C956EE2532347AE,sendBlock,735889492352264,735895050752398,10.107.100.62,datanode003,Datanode,Success: send blk_7714931905471034840_36804
93282D24CB53005B,D863D7491054E731,OP: receive block,3973543314732020,3973548967098423,10.107.100.132,client021,DFSClient,Success: received a block
93282D24CB53005B,790B8424A9A605C1,checksumOk,3973548967346836,3973548967742024,10.107.100.132,client021,DFSClient,Success:
93282D24CB53005B,790B8424A9A605C1,bestNode,3973548968107768,3973548968124398,10.107.100.132,client021,DFSClient,Success: chosen bestNode = 10.107.100.88:50010 in nodes = 10.107.100.88:50010 10.107.100.34:50010
93282D24CB53005B,790B8424A9A605C1,chooseDataNode,3973548968088737,3973548968302128,10.107.100.132,client021,DFSClient,Success: chosenNode = /10.107.100.88:50010
93282D24CB53005B,0923D07DCA5F6D0A,verifiedByClient,735895248234828,735895250190554,10.107.100.62,datanode003,datanode,Success: blk_7714931905471034840_36804 verified by client
93282D24CB53005B,3C956EE2532347AE,readBlock,735889486543728,735895250355445,10.107.100.62,datanode003,Datanode,Success:
93282D24CB53005B,790B8424A9A605C1,newBlockReader,3973549170091901,3973549311178290,10.107.100.132,client021,DFSClient,Success: return a valid BlockReader
93282D24CB53005B,790B8424A9A605C1,OP: try new BlockReader,3973548968346981,3973549311290267,10.107.100.132,client021,DFSClient,Success: chosenNode = 10.107.100.88:50010
93282D24CB53005B,790B8424A9A605C1,blockSeekTo,3973548967866803,3973549311327697,10.107.100.132,client021,DFSClient,Success: chosenNode = 10.107.100.88:50010 for blk_-8461213974338244813_36804 of /user/hadoop/hdfsFile_4_blocks
93282D24CB53005B,B49129678A877987,OP: new blockSender,2209206902155905,2209206917632322,10.107.100.88,datanode028,Datanode,Success: return(OP_STATUS_SUCCESS)
BB01FA83C68372A9,6FA84D20366D674E,getFileInfo,4015566123459790,4015566124186566,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@35a2bef7])
BB01FA83C68372A9,811E37BC25336A25,RPC:getFileInfo,823041099044377,823041102784868,10.107.100.120,client009,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@3e48dea8])
BB01FA83C68372A9,6BFD2C2F2855F16A,getFileInfo,4015566134000198,4015566134207623,10.107.100.57,namenode,Namenode,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@7701d92f])
BB01FA83C68372A9,811E37BC25336A25,RPC:getFileInfo,823041109480200,823041111593276,10.107.100.120,client009,RPC Client,Success: return(OW[class=class org.apache.hadoop.hdfs.protocol.HdfsFileStatus,value=org.apache.hadoop.hdfs.protocol.HdfsFileStatus@10e73e0])
