OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,448,201288829659,17906090,15093350914.8432
OP: new BlockReceiver,1376,63116020760,312636,2168184344.35826
getFileInfo,49,7562372,445178,1351655.63945578
addBlock,549,563531050,0,1496079.57656345
RPC:getFileInfo,49,17710364,2366675,5792159.9336735
createBlockOutputStream,549,69112779608,15449431,15134444928.3149
OP: connect next Datanode,996,66100351770,3751820,7990950040.37737
RPC:addBlock,549,573248354,1400891,6078376.4332423
RPC:create,49,125506923,2623451,8632236.26530613
create,49,110626902,1311947,5857999.14965987
OP: send block,448,19375819019,780592046,3698900981.46746
writeBlock,1444,66101457771,790222757,8058070135.70146
receiveBlock,1344,19405864873,783851351,3729634736.87847
abandonBlock,101,1007346,1379,289651.399339935
RPC:abandonBlock,101,25744270,1210765,4177432.73597358
complete,49,225706495,1429718,14931822.3469388
RPC:complete,49,228062155,2254070,16854541.8367347
