OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,3766,11230057,0,224028.861245795
mkdirs,247,797705478,1105733,16713485.9966046
RPC:getFileInfo,3766,54838822,219400,7239467.50506938
RPC:mkdirs,247,799051090,1981071,22864262.5993206
nextBlockOutputStream,2244,21190258944,16329796,273101773.147734
OP: new BlockReceiver,6755,18016915988,0,63111744.3311206
addBlock,2320,837446208,0,1541194.903592
createBlockOutputStream,2319,18093043545,14474192,261618444.82113
OP: connect next Datanode,4561,18015731943,3556845,132865917.194585
RPC:addBlock,2320,841520850,935016,10680704.6885707
RPC:create,239,693579258,2206498,20603173.9107392
create,239,691794696,1189995,12804605.6764296
OP: send block,2244,71049805317,592133685,8379127708.45387
writeBlock,6804,71067367614,600317538,8453987287.98503
receiveBlock,6732,71043557973,596095034,8410732621.45346
complete,240,924494948,952288,29053836.2847221
RPC:complete,240,928952360,1809269,35881885.6375
rename,220,1141067215,936606,20803160.1424239
RPC:rename,220,1155806000,1865181,25881576.9272726
setOwner,220,741820992,838771,19015273.851515
setPermission,220,665626816,890070,16291276.1696968
RPC:setOwner,220,746357703,1895428,24018078.3999999
RPC:setPermission,220,668264475,1848765,21431691.7590911
getListing,220,1255932,0,180908.068560605
RPC:getListing,220,41172604,1237963,5918860.16704547
RPC:getContentSummary,220,40833983,1753012,6374529.65378788
getContentSummary,220,887954,219939,446621.535984848
getBlockLocations,304,4487570,0,301858.371710526
RPC:getBlockLocations,304,88636663,1223701,11376284.7938596
chooseDataNode,2015,4007843,0,270889.100380486
bestNode,2015,399737,0,22556.3591149714
newBlockReader,2008,914293623,2732231,13580517.4978003
blockSeekTo,2008,18074131435,4316504,80027884.0004082
OP: new blockSender,2009,752188746,0,1785984.28182349
OP: try new BlockReader,2014,18048295288,3910012,80862351.1765613
readBlock,2009,455735539946,166361430,1647491541.45299
sendBlock,2009,455731315138,164477494,1589183118.31344
OP: receive block,2009,60931596787,168692992,1426714824.96781
checksumOk,2008,15065612,3802,353699.218644459
verifiedByClient,1918,5401717409,0,11798432.085012
RPC:delete,434,898001435,1592736,25738470.6586019
delete,434,889315881,909241,19385987.385177
abandonBlock,76,2924910,86346,333289.539473684
RPC:abandonBlock,76,17829092,922416,4050905.33771931
RPC:getBlockInfo,1,2937410,2937410,2937410
RPC:getProtocolVersion,1,7791485,7791485,7791485
getProtocolVersion,1,1529098,1529098,1529098
getBlockInfo,1,1055130,1055130,1055130
