OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,2921,6060006,0,275691.752449213
getBlockLocations,427,6017906,0,405715.271857921
OP: try new BlockReader,2920,60107996020,3813233,1606125419.7017
RPC:getBlockLocations,427,1865299177,1949691,21501009.8054253
getFileInfo,1144,4878397,0,260336.130480042
newBlockReader,2845,250669005,2285638,10033995.4181509
bestNode,2921,5780510,0,24345.2473436689
RPC:getFileInfo,1140,40050492,91253,5311536.71205767
blockSeekTo,2845,60189208982,4190529,1555578520.39373
OP: new blockSender,2846,12871826,0,686333.928607466
readBlock,2846,23240745046,382266384,1659878472.54585
checksumOk,2846,7218651,0,341510.72187844
sendBlock,2846,23134296222,374569226,1623068269.74525
verifiedByClient,2835,212950344,0,355160.619492605
OP: receive block,2846,23237005809,380050464,1654497442.40486
