OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,4927,3055754149,0,785455111.993515
getBlockLocations,1440,43268813,0,370556.463829362
OP: try new BlockReader,4215,211909383,3295768,9497924.14236374
RPC:getBlockLocations,1440,91986218,1285552,5446910.36995868
readBlock,4215,2603922761,123941,100487513.573346
getFileInfo,1488,6415709,0,214629.15850323
newBlockReader,4215,208243649,1265666,6870201.63419372
bestNode,5995,655360,0,20428.9889511887
RPC:getFileInfo,1488,29083923,88041,2596029.64091571
OP: new blockSender,4215,107319112,0,904360.706157998
blockSeekTo,1132,9428233900,0,3472049345.67439
checksumOk,420,1592423,234189,358489.312182536
sendBlock,420,2597740214,398896026,811392488.542935
verifiedByClient,420,5063995,0,110867.607301584
OP: receive block,420,2588750840,402398858,826368393.219642
