OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,45,8116780,0,1383918.57185185
addBlock,295,3722694,82824,616253.317062149
RPC:getFileInfo,45,11011323,2486332,4440431.24925931
RPC:addBlock,295,22043499,1315983,3942464.43841808
RPC:create,45,19196331,2791021,4064952.62962962
create,45,17854148,1413458,2629594.4
abandonBlock,137,941263,0,260972.588807783
createBlockOutputStream,295,69131466677,9066328,32638647515.3399
RPC:abandonBlock,137,32418599,1216960,3598692.04136255
writeBlock,425,66089227399,786667053,9174419032.13592
OP: connect next Datanode,267,66069366831,3297816,2746347036.19897
nextBlockOutputStream,186,276365080724,11824239,51350318728.6821
OP: new BlockReceiver,414,892361717,373628,20417887.7570922
OP: send block,158,31605605243,772407274,7074335991.81644
receiveBlock,414,34200863694,775035579,7625994510.85397
complete,17,22236054,1613654,5218280.23529412
RPC:complete,17,42678476,2438896,9522952.76470583
