OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,2605,10063203457,15513651,69104437.8785795
OP: new BlockReceiver,7815,9976999933,0,19245259.955736
getFileInfo,252,10312552,233197,1110261.54490742
addBlock,2605,1224608465,0,4069856.52101686
RPC:getFileInfo,252,28306812,2324323,5258618.52619054
createBlockOutputStream,2605,10058282947,13505046,61290030.8074023
OP: connect next Datanode,5210,9975287661,3416257,25593410.9125322
RPC:addBlock,2605,1229132332,1092377,7236613.16173108
RPC:create,252,773809302,721809,15218137.900463
create,252,772538075,1246427,12977300.5677909
OP: send block,2605,26320597380,668184656,4057929684.53423
writeBlock,7815,29260091936,674989874,4154725464.71514
receiveBlock,7815,27001989780,669533811,4120874888.35033
complete,252,859846640,979700,17851132.7222224
RPC:complete,252,862054711,1750551,20085636.6154101
