OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,4090,9284862,0,222223.45651044
mkdirs,266,748282220,963036,9783601.8682187
RPC:getFileInfo,4090,213276933,335588,4102101.27204743
RPC:mkdirs,266,751100119,1830151,12186691.2283939
nextBlockOutputStream,2411,69385662160,15651317,682634289.27162
OP: new BlockReceiver,7306,63644636237,0,94840728.3420554
addBlock,2480,1531851450,0,1377741.91348125
createBlockOutputStream,2482,69107231607,1042631,725590980.6108
OP: connect next Datanode,4917,66069809559,824969,305311658.972434
RPC:addBlock,2480,1533050561,1119715,4939742.64161964
RPC:create,242,819463209,2196305,17891458.5123968
create,242,817992170,1231452,14924279.3639807
OP: send block,2410,77499045861,571711782,4610685728.02875
writeBlock,7350,77557542305,1424563,4806116899.44164
receiveBlock,7256,77498754772,866653,4662175555.50172
RPC:complete,241,400084001,1747910,10900541.6611345
rename,242,537128669,1053285,10476245.3705233
RPC:rename,242,538880615,1907796,12871039.369146
complete,241,395369301,1041696,8488744.76901797
RPC:setPermission,242,892444190,2033310,23058334.3925625
setPermission,242,889816741,1036276,18778381.5495868
setOwner,242,676670032,771336,16826700.8608816
RPC:setOwner,242,688996997,1783647,20891136.993113
getListing,242,1521568,0,187931.232782368
RPC:getListing,242,35762214,1308213,3919171.5785124
getContentSummary,242,4377736,291237,481235.123966944
RPC:getContentSummary,242,29681532,1753724,4104854.11845729
getBlockLocations,342,4998778,0,319434.745614025
RPC:getBlockLocations,342,216557406,1399442,8314691.47563355
newBlockReader,2328,760113049,2626765,9866327.03381278
blockSeekTo,2328,60038574485,4318996,50330022.7363189
OP: new blockSender,2328,752823008,0,1486816.34214654
chooseDataNode,2339,6023239,36957,278883.915213056
OP: try new BlockReader,2339,60024432466,810430,57727416.6362555
bestNode,2339,478570,0,22831.4283454459
readBlock,2328,13224792762,4986373,1255848658.09884
sendBlock,2327,12217018409,370191851,1205501440.94841
OP: receive block,2328,13215127450,69777648,1226934027.35996
checksumOk,2327,8200205,39627,343644.198130622
verifiedByClient,2234,4034920756,0,14870213.7748202
RPC:delete,472,716623770,1431985,19009037.2078039
delete,472,711734321,807420,16147341.053496
abandonBlock,69,1853943,122741,268780.373188407
RPC:abandonBlock,69,14165751,811535,3241910.48671497
RPC:getProtocolVersion,4,65311195,4435646,17784093.5
getProtocolVersion,4,8940760,111621,2431763.16666667
startBlockRecovery,1,7914872,7914872,7914872
RPC:startBlockRecovery,1,11003360,11003360,11003360
nextGenerationStamp,2,584103,581326,582714.5
RPC:nextGenerationStamp,2,7062931,1099131,4081031
RPC:commitBlockSynchronization,2,7004823,937622,3971222.5
commitBlockSynchronization,2,685321,322810,504065.5
recoverBlock,2,107255730,49801107,78528418.5
RPC:recoverBlock,2,109560466,53723189,81641827.5
RPC:updateBlock,1,2254600,2254600,2254600
updateBlock,1,541753,541753,541753
RPC:getBlockInfo,1,7164361,7164361,7164361
getBlockInfo,1,393955,393955,393955
