OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,5321,9074732749,0,174648727.743547
getBlockLocations,845,5202564,0,349539.676785001
OP: try new BlockReader,5129,1615111834,142022,14460634.1191071
RPC:getBlockLocations,844,222755341,815348,9780131.68309627
getFileInfo,1424,5450109,0,254478.81939887
newBlockReader,3055,1611910719,2576208,11340261.342145
bestNode,5609,8387016,0,24897.4246483709
RPC:getFileInfo,1422,219840712,370093,5050529.25277948
blockSeekTo,3248,10157169357,0,284248370.889329
OP: new blockSender,3056,530012052,0,930437.087715868
readBlock,3056,41826400765,384799476,1642921110.60917
sendBlock,3056,41808144069,379323832,1584839905.90815
OP: receive block,3056,41799469343,382505401,1632510825.27905
checksumOk,3056,6604816,0,345172.56348634
verifiedByClient,2798,1092121718,0,719095.708948253
