OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,3469,9042219692,53707,9323299.33200174
getBlockLocations,523,35410631,72521,469583.334193753
OP: try new BlockReader,3463,1196861722,3893150,21503056.4971734
RPC:getBlockLocations,523,225060879,1496715,11482158.9262271
getFileInfo,1371,4715790,0,269488.945645923
newBlockReader,3463,1193058534,3112274,12855070.0817099
bestNode,3477,387215,0,22874.172884697
RPC:getFileInfo,1368,227444741,295931,6343909.47732145
blockSeekTo,3469,9042406891,163025,32021141.6104008
OP: new blockSender,3462,254724860,0,923230.95460394
readBlock,3460,35856102448,211932536,1759054345.67833
checksumOk,2305,16465036,0,357639.930013945
sendBlock,3463,35816201802,204935770,1704626614.14582
verifiedByClient,2123,51956652,0,157660.729258462
OP: receive block,6936,35850379837,208650391,1701700323.8083
