OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,2106,6969722843,15832887,54119145.5427858
OP: new BlockReceiver,6318,5210032786,0,14385620.6516259
getFileInfo,214,53036512,300305,1318195.4446484
addBlock,2106,374047209,0,1193324.30695752
RPC:getFileInfo,214,55069214,2018977,4942631.69556074
createBlockOutputStream,2106,6967684266,13980099,49441307.2893028
OP: connect next Datanode,4212,1289187958,3719309,18439866.6703399
RPC:addBlock,2106,375542249,956385,4006436.81137663
RPC:create,214,117229105,2196336,5874122.71651089
create,214,115797651,1160495,3906539.82866044
writeBlock,6318,19507692328,426179539,3311177401.50707
receiveBlock,6318,19462034604,422278088,3283947276.38462
OP: send block,2106,19455603241,422039493,3263755758.58149
RPC:complete,214,213008005,1602410,8194951.31464175
complete,214,205675540,854330,6253275.1012461
