OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,582,195213346254,16426193,7239109370.68454
OP: new BlockReceiver,1774,63115547745,191962,896204469.674388
getFileInfo,54,5165707,434355,1191714.33827162
addBlock,687,204545786,0,1083393.72859225
RPC:getFileInfo,54,15961583,2554352,4779967.9219136
createBlockOutputStream,687,69102966946,1812748,7580187725.73996
OP: connect next Datanode,1258,66093066726,1718513,3889696487.64587
RPC:addBlock,687,206143081,1243220,4081037.21391138
RPC:create,54,90611470,2423147,6996788.42592593
create,54,88957965,1531829,4725048.50000001
OP: send block,582,17688738959,591984837,3563920607.808
writeBlock,1840,66094452105,2650459,5714394641.78859
receiveBlock,1746,17943960518,597992894,3615823620.41514
abandonBlock,105,788044,0,249391.561111111
RPC:abandonBlock,105,36615774,830541,4041363.1738095
RPC:complete,54,370276723,2059235,16096062.5185185
complete,54,369276324,1223148,13830519.7469135
