OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,2220,12580294,55251,266695.248918447
mkdirs,159,854564833,838348,26268199.5034135
RPC:getFileInfo,2220,40669688,583155,2511641.98501922
RPC:mkdirs,159,856044142,1430594,27550853.7779127
addBlock,369,924599199,245891,5358362.12646792
RPC:addBlock,369,972626776,1039423,9396957.82565466
RPC:create,138,1858989025,1928702,59732552.2028986
create,138,1856918143,1015373,57977952.6086956
nextBlockOutputStream,369,4023962718,15120151,92086274.4995487
OP: new BlockReceiver,1107,3964875711,307135,33804690.8310105
createBlockOutputStream,369,4019075202,12814602,83118783.3288171
OP: connect next Datanode,738,3963445763,3036011,41812137.4999999
OP: send block,369,20581134264,2712061140,3332852013.99799
complete,138,1643857875,780575,45437660.3913043
writeBlock,1107,20662011228,2736046014,3435980928.7416
RPC:complete,138,1645106176,1627855,47273001.6666671
receiveBlock,1107,20646527123,2725024588,3386614471.91367
rename,127,1846060366,932285,46586835.0498688
RPC:rename,127,1847565762,1551879,47746786.5669289
setPermission,146,1239567317,533359,63768879.173516
RPC:setPermission,146,1241443536,1193347,65140939.1643837
setOwner,126,685206861,757917,16953847.9735451
RPC:setOwner,126,687309131,1473522,18301717.5925927
getListing,171,17084895,70476,733272.778947366
RPC:getListing,171,765003228,870929,13298221.2725149
RPC:getContentSummary,125,33919428,1301402,3047206.58133334
getContentSummary,125,1522065,238097,732465.458666665
getBlockLocations,121,1800201,120201,426122.837465565
RPC:getBlockLocations,121,16757444,2396331,5517529.17079888
newBlockReader,351,1633345359,2572463,19127670.7742168
blockSeekTo,351,1635274751,4215509,22586344.3418801
OP: new blockSender,351,10242809,286780,1202589.25783476
chooseDataNode,351,6460850,139749,399594.33024691
OP: try new BlockReader,351,1634270321,3931967,21520887.1942072
bestNode,351,4217991,10236,42966.0686134854
readBlock,351,8621977842,2648427294,2907728527.50217
sendBlock,351,8509623536,2548404598,2778383738.99975
OP: receive block,351,8617259959,2644254517,2893805111.95012
checksumOk,351,1666591,165530,488572.919040836
verifiedByClient,344,1147260817,23992,6676113.94258733
RPC:delete,260,1236506503,1393180,35386127.0294871
delete,260,1234982248,830912,34358376.0493588
