OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,3435,7528331,0,286436.827136177
getBlockLocations,498,7973287,0,376843.50100401
OP: try new BlockReader,3433,1031604620,3775556,19829847.1152382
RPC:getBlockLocations,499,74884265,1973909,10177505.2745483
getFileInfo,1332,6020958,0,255792.184256282
newBlockReader,3433,306421583,1571428,10358001.784473
bestNode,3435,7311246,0,25346.6356549772
RPC:getFileInfo,1332,44057333,718278,5094345.36698902
blockSeekTo,3378,1032986203,4133828,21616670.3103099
OP: new blockSender,3432,49024379,9823,845892.235939666
readBlock,3434,26975797168,777881,1691337869.80351
checksumOk,3379,4541587,0,349573.156818452
sendBlock,3378,23998777339,382258650,1676300539.42794
verifiedByClient,3371,671921307,0,725189.621652773
OP: receive block,3379,26970359303,385663017,1708746473.41996
