OpName,Num,MaxDelay,MinDelay,AverageDelay
OP: new BlockReceiver,1554,1805863626,178383,84420239.1746441
getFileInfo,56,5875555,551872,1156702.86398808
addBlock,518,47190864,285567,663872.129568853
RPC:getFileInfo,56,33203609,18662269,20681426.09881
OP: connect next Datanode,1036,685164863,68368859,138289054.424115
RPC:addBlock,518,84792075,17470458,29926931.4825931
RPC:create,56,45871845,18900606,21485342.7083333
create,56,23970325,1589310,3454130.66666667
nextBlockOutputStream,518,1916682019,213772534,309512991.607277
createBlockOutputStream,518,1865809990,176225783,267986653.489383
OP: send block,518,40024462452,13674434180,18682934792.9974
writeBlock,1554,40347065028,13859926807,18970561841.0814
receiveBlock,1554,40145691218,13638345458,18755089586.9364
complete,56,115461916,1216327,5662150.52976192
RPC:complete,56,132728981,18876729,34354078.1011906
