OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,1710,941433551,15478725,36613868.2040937
OP: new BlockReceiver,5130,926660788,0,10189142.8269771
getFileInfo,171,4458495,305515,1105328.38450295
addBlock,1710,114414323,0,538507.618908365
RPC:getFileInfo,171,15913602,2349146,5001209.82504883
createBlockOutputStream,1710,939234061,13568217,33188669.7044844
OP: connect next Datanode,3420,925835908,3093211,14554622.3952823
RPC:addBlock,1710,132333275,1227784,2955323.46725135
RPC:create,171,373308636,2565568,8247141.50877186
create,171,359738624,1484010,6015964.6666667
OP: send block,1710,6519503226,573850453,1526435008.12147
writeBlock,5130,6653539690,585868847,1547857363.32246
receiveBlock,5130,6607062385,581631219,1528612747.7679
complete,171,386843940,1138755,7904368.53216376
RPC:complete,171,388242612,2000366,9829009.64912287
