OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,631,4063925525,87652200,154143685.774429
OP: new BlockReceiver,1893,4018577593,0,49974003.1315585
getFileInfo,63,5613822,378329,1139269.96640208
addBlock,631,1470882,284586,518698.557871101
RPC:getFileInfo,63,27214125,8506848,11757456.0751326
createBlockOutputStream,631,4042414952,79429829,140003088.996673
OP: connect next Datanode,1262,4017577527,28246186,73465815.5576757
RPC:addBlock,631,219837229,7191424,11508762.7268623
RPC:create,63,173722377,8735043,18699983.5238095
create,63,165639697,1466680,10006945.6984128
OP: send block,631,50876099431,5797111007,10029144865.5628
writeBlock,1893,51038931752,5875353201,10162125392.3099
receiveBlock,1893,50941629263,5773027047,10057072479.405
complete,63,253221783,1164872,8294803.06349206
RPC:complete,63,269229567,8177148,17178249.8730161
