OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,2947,8161043,0,283974.664796114
getBlockLocations,428,10184699,136914,398055.057048284
OP: try new BlockReader,2946,1013586783,3977774,76090617.2535141
RPC:getBlockLocations,428,107985754,2106727,10212533.0206386
getFileInfo,1148,5487325,33707,275556.074979946
newBlockReader,2946,789262495,3117844,33596345.6313401
bestNode,2947,7901189,0,24784.5386878757
RPC:getFileInfo,1147,208502569,261810,5412719.8846792
blockSeekTo,2946,1014082362,4359906,77527020.9431252
OP: new blockSender,2946,14634432,0,750606.992348515
readBlock,2947,48470532323,388442292,3710921113.54964
checksumOk,2946,8080388,0,353877.659029565
sendBlock,2946,48257040271,382287793,3593212164.86904
verifiedByClient,2924,1019541582,0,557776.772992641
OP: receive block,2946,48344373426,386189761,3674806118.46234
