TaskID,FatherTID,FatherStartTime,ChildTID
5D04F9100F3601A3,BEF8E54B4FE324CF,3758423064092520,4BDFF9FC6C6A8479
5D04F9100F3601A3,84DA274B473AABB1,3758423059982042,BEF8E54B4FE324CF
5D04F9100F3601A3,BEF8E54B4FE324CF,3758423082801418,A97838440E9AFC2B
5D04F9100F3601A3,BEF8E54B4FE324CF,3758423094997256,5BEE2642E91ADE1E
5D04F9100F3601A3,BEF8E54B4FE324CF,3758423096407945,A23F372F4F1CBAF5
5D04F9100F3601A3,BEF8E54B4FE324CF,3758423100079592,46975DD3B0734102
5D04F9100F3601A3,BEF8E54B4FE324CF,3758423111053041,7AAE3E3B41E975D1
5D04F9100F3601A3,7AAE3E3B41E975D1,1953823177416069,345D0AB3DD5D698D
5D04F9100F3601A3,BEF8E54B4FE324CF,3758424207716567,3E6322DA46778073
5D04F9100F3601A3,BEF8E54B4FE324CF,3758423111053041,7AAE3E3B41E975D1
5D04F9100F3601A3,BEF8E54B4FE324CF,3758424210521827,AC4EF6D88748CCA8
5D04F9100F3601A3,AC4EF6D88748CCA8,485104362242208,EA1684941FAB48B9
5D04F9100F3601A3,BEF8E54B4FE324CF,3758424823304578,B1B35D965BC8451F
5D04F9100F3601A3,BEF8E54B4FE324CF,3758424210521827,AC4EF6D88748CCA8
5D04F9100F3601A3,BEF8E54B4FE324CF,3758424824904077,451CD9D8C62F1F7B
5D04F9100F3601A3,451CD9D8C62F1F7B,55084978655959,3C2C7558DCE12FD0
5D04F9100F3601A3,BEF8E54B4FE324CF,3758425895581127,1203FED0339ECF65
5D04F9100F3601A3,BEF8E54B4FE324CF,3758424824904077,451CD9D8C62F1F7B
5D04F9100F3601A3,BEF8E54B4FE324CF,3758425898290004,A6BFE1553348F843
5D04F9100F3601A3,A6BFE1553348F843,485231640064089,9AF2E7B30AA813F3
5D04F9100F3601A3,BEF8E54B4FE324CF,3758426769360309,EC477D3DA42E12A9
5D04F9100F3601A3,BEF8E54B4FE324CF,3758425898290004,A6BFE1553348F843
5D04F9100F3601A3,BEF8E54B4FE324CF,3758426771347020,39CA2973045EA84B
5D04F9100F3601A3,39CA2973045EA84B,3717413778246229,988D29BF2296F7DA
5D04F9100F3601A3,0000000000000000,0,84DA274B473AABB1
5D04F9100F3601A3,BEF8E54B4FE324CF,3758427551863467,8DFC2A988C9A67C2
5D04F9100F3601A3,BEF8E54B4FE324CF,3758426771347020,39CA2973045EA84B
452DCE3F4E07DB46,451C7D775109A0B4,1588256953333922,E789364DB4B3E31B
452DCE3F4E07DB46,04D0CB28C5F8919F,1588256949140290,451C7D775109A0B4
452DCE3F4E07DB46,451C7D775109A0B4,1588256962485638,AEFADAFCC998B57F
452DCE3F4E07DB46,451C7D775109A0B4,1588256975088434,16F137587CD2B2F1
452DCE3F4E07DB46,451C7D775109A0B4,1588256976763197,B3BA1FF2746BFC99
452DCE3F4E07DB46,451C7D775109A0B4,1588256981021840,D7D979B1DC6A694C
452DCE3F4E07DB46,451C7D775109A0B4,1588256993772351,D3C80BF1B9ED2565
452DCE3F4E07DB46,D3C80BF1B9ED2565,1958262038492149,760CBDC579FC4075
452DCE3F4E07DB46,451C7D775109A0B4,1588257933023105,2D01A53B6D4723EB
452DCE3F4E07DB46,451C7D775109A0B4,1588256993772351,D3C80BF1B9ED2565
452DCE3F4E07DB46,451C7D775109A0B4,1588257935874880,CC092DB7D8A99EDD
452DCE3F4E07DB46,CC092DB7D8A99EDD,1958525843225870,FCA7A12C0F926DBB
452DCE3F4E07DB46,451C7D775109A0B4,1588258392515179,3BFD8604D5B98950
452DCE3F4E07DB46,451C7D775109A0B4,1588257935874880,CC092DB7D8A99EDD
452DCE3F4E07DB46,EC98A5DA0120FBFF,572358408497350,42491CD71F4BC035
452DCE3F4E07DB46,451C7D775109A0B4,1588258395392097,EC98A5DA0120FBFF
452DCE3F4E07DB46,451C7D775109A0B4,1588259531931341,A0168EF9CB68E79F
452DCE3F4E07DB46,451C7D775109A0B4,1588258395392097,EC98A5DA0120FBFF
C8917022C643CF28,BD03735117F7334A,3758977068930972,FF519936E5C77E38
C8917022C643CF28,BD03735117F7334A,3758977078196417,34F9D4E55CD89B75
C8917022C643CF28,FDAF87028DCFB56C,3758977064620948,BD03735117F7334A
C8917022C643CF28,BD03735117F7334A,3758977091057316,5697795BB36A33DE
C8917022C643CF28,BD03735117F7334A,3758977092420953,DB166E9064975EBF
C8917022C643CF28,BD03735117F7334A,3758977095839059,C127D8E5D55B312E
452DCE3F4E07DB46,451C7D775109A0B4,1588259534052877,084078518730C008
452DCE3F4E07DB46,084078518730C008,1953833599374791,DE340FE5BCC5677C
452DCE3F4E07DB46,451C7D775109A0B4,1588260288365791,1DC98A18DA99D0DE
452DCE3F4E07DB46,451C7D775109A0B4,1588259534052877,084078518730C008
452DCE3F4E07DB46,451C7D775109A0B4,1588260289602320,B3DAFE117C5D17F4
452DCE3F4E07DB46,B3DAFE117C5D17F4,43996400250985,5AC70B9B284870AA
452DCE3F4E07DB46,451C7D775109A0B4,1588260700611140,908697476C949384
452DCE3F4E07DB46,451C7D775109A0B4,1588260289602320,B3DAFE117C5D17F4
6955DE2EF8FF77EA,EE4F050393ED63F5,1952661891846928,77B13135ACB1E11D
6955DE2EF8FF77EA,BBC8281278102797,1952661887573030,EE4F050393ED63F5
6955DE2EF8FF77EA,EE4F050393ED63F5,1952661903487183,5A43272632A63DF4
C8917022C643CF28,BD03735117F7334A,3758977108682067,BFC7EC3B88A09584
6955DE2EF8FF77EA,EE4F050393ED63F5,1952661917559115,EAD38F328B1367B2
6955DE2EF8FF77EA,EE4F050393ED63F5,1952661919464840,29357906302FBA70
6955DE2EF8FF77EA,EE4F050393ED63F5,1952661923789669,A48113E2DFCD3535
C8917022C643CF28,BFC7EC3B88A09584,1953366076153300,9A76D6A4A7F0CC16
C8917022C643CF28,BD03735117F7334A,3758978077285450,CC60AA3B47F4D140
C8917022C643CF28,BD03735117F7334A,3758977108682067,BFC7EC3B88A09584
452DCE3F4E07DB46,451C7D775109A0B4,1588260728778702,66AD67C2BC952B47
452DCE3F4E07DB46,66AD67C2BC952B47,485240461753818,A45B798F1D5B89CD
452DCE3F4E07DB46,451C7D775109A0B4,1588261653445335,E7369527C5E6D30A
452DCE3F4E07DB46,451C7D775109A0B4,1588260728778702,66AD67C2BC952B47
C8917022C643CF28,BD03735117F7334A,3758978080335665,F869B96DD087A8FB
C8917022C643CF28,F869B96DD087A8FB,1469189893899925,F20B0993B2468C33
C8917022C643CF28,BD03735117F7334A,3758978746341067,51CAB67B8A4AB180
C8917022C643CF28,BD03735117F7334A,3758978080335665,F869B96DD087A8FB
6955DE2EF8FF77EA,EE4F050393ED63F5,1952661936056349,5CC4307546427FCF
6955DE2EF8FF77EA,5CC4307546427FCF,572613861125843,D3CE09DB1F59D9E7
6955DE2EF8FF77EA,EE4F050393ED63F5,1952662799658971,71399BCDAD0D713A
6955DE2EF8FF77EA,EE4F050393ED63F5,1952661936056349,5CC4307546427FCF
C8917022C643CF28,BD03735117F7334A,3758978748555963,36D3CC9F0E8706D7
C8917022C643CF28,36D3CC9F0E8706D7,485115836515815,3EBBC6EDCE88D1DF
C8917022C643CF28,BD03735117F7334A,3758979395164380,72036A3E8FEF3111
C8917022C643CF28,BD03735117F7334A,3758978748555963,36D3CC9F0E8706D7
452DCE3F4E07DB46,451C7D775109A0B4,1588261672492042,E7E8603D51E9ABF6
452DCE3F4E07DB46,E7E8603D51E9ABF6,1469190536350215,2FE245AC470C25D9
452DCE3F4E07DB46,451C7D775109A0B4,1588262460675205,A663625CF8D08E93
452DCE3F4E07DB46,451C7D775109A0B4,1588261672492042,E7E8603D51E9ABF6
6955DE2EF8FF77EA,460497A5F11F9D5B,572692712817747,264D2D3267D2D060
6955DE2EF8FF77EA,EE4F050393ED63F5,1952662801787574,460497A5F11F9D5B
6955DE2EF8FF77EA,EE4F050393ED63F5,1952663985195312,86E83832D540FBA7
6955DE2EF8FF77EA,EE4F050393ED63F5,1952662801787574,460497A5F11F9D5B
DD2BD7E7E59CB088,D424A9170A48EABF,1466424832506138,4BE6C5935274D1E5
