OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,718,1494632495,16934295,55194699.0668527
OP: new BlockReceiver,2192,1465689331,0,14722912.9596608
getFileInfo,72,5670574,303477,1108880.07129628
addBlock,845,429845836,210888,1557264.72326288
RPC:getFileInfo,72,20182112,1953264,5370067.39305547
createBlockOutputStream,845,1471131838,905271,40745915.3600588
OP: connect next Datanode,1561,1464796901,755858,17732312.796464
RPC:addBlock,845,435591111,1301893,4797080.9765568
RPC:create,72,209270797,2607996,14744904.2037035
create,72,205292742,1374015,12214619.6712964
OP: send block,718,18994738799,666992244,3394186147.02304
writeBlock,2279,19133665975,1709105,3265594183.0042
receiveBlock,2154,19120907871,668618359,3409562890.40348
abandonBlock,127,697274,0,228620.201443569
RPC:abandonBlock,127,15008209,805841,2438723.04658789
complete,72,89745073,1181555,6654365.2638889
RPC:complete,72,104511425,1857979,8463875.01388886
