OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,3191,7816285,0,284780.675253405
getBlockLocations,471,1975492,111845,382443.290870484
OP: try new BlockReader,3190,3217426107,3613196,20072718.1412413
RPC:getBlockLocations,471,76297045,1508310,10820501.4447982
getFileInfo,1296,5812755,0,262583.551167202
newBlockReader,3191,3211898276,1831858,12068565.7198711
bestNode,3191,3021322,0,23101.7318608136
RPC:getFileInfo,1290,215249460,641994,5974639.67997758
blockSeekTo,3190,3217848740,3966184,21794162.9168803
OP: new blockSender,3191,17640776,12053,741012.750910208
readBlock,3191,31528953961,29810736,1832448016.06914
checksumOk,3128,7050250,59142,353405.69940919
sendBlock,3191,31498083264,24157927,1795324833.89033
verifiedByClient,3118,33303304,0,150740.570085223
OP: receive block,3191,31526116558,18792576,1826804871.37774
RPC:reportBadBlocks,63,41433375,1724069,7738748.32804233
reportBadBlocks,63,16173097,260021,787544.273809524
