OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,75,5481347,156741,871830.39644444
addBlock,954,313432756,23125,1539125.26841376
RPC:getFileInfo,75,17340066,1819675,4884378.346889
RPC:addBlock,954,317660159,1146241,5186874.67711386
RPC:create,75,191199589,2591573,9972954.76888897
create,75,187682911,1450365,7736259.40888887
writeBlock,2597,38497307231,624725701,3448938241.04053
abandonBlock,133,994769,143699,302120.637844607
createBlockOutputStream,954,18025200393,14443945,569766979.160044
OP: connect next Datanode,1776,18006315681,4190846,318017127.636806
RPC:abandonBlock,133,22607035,1084869,3497738.58145363
nextBlockOutputStream,821,18058012287,16517202,577656592.006837
OP: new BlockReceiver,2504,18007895191,189970,95886619.5468436
OP: send block,821,38425362144,615575158,3381968958.40466
receiveBlock,2463,38466964164,620195741,3425272139.12621
complete,75,250892153,1144821,15707858.7777777
RPC:complete,75,255360379,1897039,17786179.4177779
