OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,2909,6183076,37700,267170.094602697
getBlockLocations,396,6332982,0,382416.744107737
OP: try new BlockReader,2910,60111665160,520235,2079278491.3766
RPC:getBlockLocations,396,69608204,1930236,9563104.0867004
getFileInfo,1107,71684039,0,355268.127580976
newBlockReader,2745,2333491445,2739757,11079977.560892
bestNode,2909,5933898,0,25090.5313666098
RPC:getFileInfo,1103,94083471,658770,5188340.08143663
blockSeekTo,2744,120100511451,4012604,2017683048.91857
OP: new blockSender,2742,334373370,0,1049721.63578651
readBlock,2744,32576387043,392735161,1481840406.53984
sendBlock,2745,32465179304,387541809,1449469407.64603
OP: receive block,2745,32550273522,390474586,1476231730.89329
checksumOk,2745,6093734,0,326564.150502932
verifiedByClient,2645,912437890,0,622826.968283084
