OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,4920,9034703682,0,803276800.159963
getBlockLocations,1437,9305837,0,299412.402940982
OP: try new BlockReader,4212,257355024,0,3015016.11616582
RPC:getBlockLocations,1437,133534661,1166471,5212037.88475001
getFileInfo,1500,4114491,0,197049.99228663
newBlockReader,419,72403489,3143325,7258284.76889415
bestNode,5982,658529,0,19130.3646016668
RPC:getFileInfo,1500,16916926,86851,2403837.24799423
blockSeekTo,1127,9290203550,0,3451963574.7424
OP: new blockSender,419,4532565,0,816065.938941924
readBlock,419,2371362195,414703547,892769955.062846
sendBlock,419,2366043269,409457969,872841042.700796
OP: receive block,419,2366957211,412849070,887372520.284484
checksumOk,419,2064718,0,371423.951909305
verifiedByClient,419,4032829,0,112955.59928401
