OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,4268,3219081776,0,941773059.714158
getBlockLocations,1428,5163490,0,289406.19948646
OP: try new BlockReader,3554,73809875,1210289,7399761.40216691
RPC:getBlockLocations,1428,217189081,441376,4608300.5821437
readBlock,3554,43378963,226074,1528289.57161885
getFileInfo,1428,4402750,0,200912.471651221
newBlockReader,3554,70448550,992092,5996268.38986218
bestNode,5339,509822,0,20800.0979135393
RPC:getFileInfo,1428,13986559,33138,1707326.6217913
OP: new blockSender,3554,17489588,0,909634.614999159
blockSeekTo,714,9480071564,0,5806135834.42228
