OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,3319,7621188,99606,281498.816422759
getBlockLocations,489,5473472,50778,374129.237730059
OP: try new BlockReader,3320,4016531540,3886433,56145815.7025409
RPC:getBlockLocations,489,53209536,1738391,10798649.428255
getFileInfo,1344,4657664,0,263529.240195995
newBlockReader,3278,1341484317,1970789,10327751.5791787
bestNode,3319,7165703,0,24961.6102629452
RPC:getFileInfo,1343,220082357,620091,6239576.33836354
blockSeekTo,3278,4035108385,4287071,56199258.9720285
OP: new blockSender,3277,40156901,0,715244.739201464
readBlock,3278,40869137359,386551853,1633712082.65289
checksumOk,3277,12062793,0,345237.341175345
sendBlock,3278,40860864114,380453957,1582197835.4501
verifiedByClient,3180,726646608,0,415902.711739548
OP: receive block,3278,40864136039,384515320,1628522322.69646
