OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,3520,1521845,0,280204.836816437
getBlockLocations,510,31163529,94969,445476.181209148
OP: try new BlockReader,3521,2712111597,3737704,23998366.2292752
RPC:getBlockLocations,510,70737952,1798940,10656700.5540851
getFileInfo,1356,5804371,0,262888.053300346
newBlockReader,3521,2711490359,1995140,13228279.4314005
bestNode,3520,397894,0,23224.493447769
RPC:getFileInfo,1351,49151776,581631,5998789.00806118
blockSeekTo,3475,2712511240,4140752,25714090.3428424
OP: new blockSender,3521,75532110,0,717846.739825694
readBlock,3520,25932520069,899473,1656002587.44858
checksumOk,3476,5928050,0,349040.468108604
sendBlock,3475,25891564336,370477684,1596876403.96286
verifiedByClient,3337,800854107,0,313639.833626504
OP: receive block,3475,25925750811,374022246,1663591233.24166
