OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,852,9041078975,0,570500830.729893
getBlockLocations,228,8052747,194627,745414.129239764
OP: try new BlockReader,758,60104365508,4218002,31131929741.8004
RPC:getBlockLocations,228,54512895,1303545,7179179.85921053
getFileInfo,288,6601626,0,500638.779151826
newBlockReader,389,236532298,3061683,8765573.34614392
bestNode,993,694262,0,21931.3787764345
RPC:getFileInfo,288,18427771,749496,2604932.9986111
blockSeekTo,483,729687612223,135429,54661612726.1581
OP: new blockSender,389,7609745,0,749041.898800349
readBlock,389,5253017239,398167736,874997632.741726
sendBlock,389,5247324645,393244379,853486633.366282
OP: receive block,389,5249326334,396083007,867746739.677248
checksumOk,389,4249035,0,329450.312724935
verifiedByClient,389,17284590,0,313101.248457584
