OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,3447,9762045,0,290791.666928296
getBlockLocations,497,4522122,0,357197.074446679
OP: try new BlockReader,3448,2769006822,1341695,20293633.121048
RPC:getBlockLocations,497,257734513,1864808,13199395.3693828
getFileInfo,1332,8824674,0,258291.656654528
newBlockReader,3382,2761455013,2844541,12479773.6714356
bestNode,3447,3134711,0,25127.9135691948
RPC:getFileInfo,1327,211766850,676722,5927188.07869766
blockSeekTo,3382,2771346997,4553731,22366798.6806327
OP: new blockSender,3382,567492515,0,1008975.10916912
readBlock,3381,35099565340,372313271,1806058085.42691
checksumOk,3382,17134008,0,355626.722976456
sendBlock,3380,35046115487,365722221,1739198625.24773
verifiedByClient,3208,915502494,0,457487.701654469
OP: receive block,3382,35092033260,370161342,1796630658.35841
