OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,6316,3115931489,0,637537727.731517
getBlockLocations,1468,8771443,0,293620.047722846
OP: try new BlockReader,5582,6486734226,3217500,14394616.4535457
RPC:getBlockLocations,1468,114596600,1174113,6453507.89767256
getFileInfo,1468,2126140,0,199813.580286464
newBlockReader,5581,757000045,1667771,7957478.73519361
bestNode,7417,4969400,0,21896.5658574878
RPC:getFileInfo,1468,31656373,413111,3265261.67234682
blockSeekTo,1436,15669114984,0,2760653370.57627
OP: new blockSender,5581,11779297,0,730777.307861489
readBlock,5581,3609732940,0,121203283.963107
sendBlock,702,3604495095,382103391,790063872.559505
OP: receive block,702,3606130153,386085815,805409900.998554
checksumOk,702,11217509,0,377352.791595439
verifiedByClient,702,4301886,0,114140.612155737
