OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,1880,2814797727,15122664,53956347.1250621
OP: new BlockReceiver,5638,2771579192,0,14404786.3955903
getFileInfo,896,5844834,0,389804.536842753
addBlock,1880,291848298,0,1225117.27744674
RPC:getFileInfo,895,217503717,594104,4098990.28100117
createBlockOutputStream,1880,2782383145,13498646,48268312.5896895
OP: connect next Datanode,3759,1247304082,3939574,19832818.0212795
RPC:addBlock,1880,958335776,953778,4919061.48937062
RPC:create,188,612905424,2052808,19466796.9184397
create,188,611029219,1025200,16798080.0531916
OP: send block,1880,31884090692,601531302,3932362843.50495
writeBlock,5640,31972602688,612079436,3992052155.66221
receiveBlock,5640,31935527288,608329747,3963011593.16777
complete,188,408523847,855146,9819159.57978725
RPC:complete,188,409425509,1736632,12327640.6046097
chooseDataNode,1753,4895952,79261,281630.117465305
getBlockLocations,257,372686476,46647,1813559.66796373
OP: try new BlockReader,1753,1017995615,4113057,16513172.739142
RPC:getBlockLocations,257,377755078,1475872,9891216.25810636
newBlockReader,1753,860761250,2884808,10199320.3605523
bestNode,1753,979562,0,23434.3979273628
blockSeekTo,1753,1018371174,4497188,17838929.9270781
OP: new blockSender,1753,730549970,0,1235610.47173414
readBlock,1753,20570373834,387598171,1145422311.97213
checksumOk,1752,7430396,0,348433.752016725
sendBlock,1753,20317998266,378167079,1095357055.69212
verifiedByClient,1750,767255529,0,2317161.5447715
OP: receive block,1752,20569262533,385324060,1131086897.25817
