TaskID,Title,NumReports,NumEdges,FirstSeen,LastUpdated,StartTime,EndTime
687DAE41DFA763F5,fs -copyToLocal,110,43,2013-11-03 08:10:47,2013-11-03 08:11:25,4003935747012574,4003973604961125
D6125999ABD481B4,fs -copyToLocal,155,59,2013-11-03 08:10:48,2013-11-03 08:11:45,2200438096066719,2200495250531504
884158B3AE73D197,fs -copyToLocal,44,19,2013-11-03 08:10:53,2013-11-03 08:11:15,2200252229002426,2200274227605956
6F374821957E87AD,fs -copyToLocal,145,56,2013-11-03 08:10:53,2013-11-03 08:12:10,2200280686103561,2200357717791431
2F2362745929CBB5,fs -copyToLocal,156,60,2013-11-03 08:10:54,2013-11-03 08:11:51,291893046409299,291950271893384
3292BB26075A86CE,fs -copyToLocal,134,52,2013-11-03 08:10:58,2013-11-03 08:12:41,2200480730753558,2200583379634019
37DF5D204DD53908,fs -copyToLocal,22,11,2013-11-03 08:11:08,2013-11-03 08:11:09,4006078578991041,4006079619644009
BBA531F93344B42E,fs -copyToLocal,167,64,2013-11-03 08:11:16,2013-11-03 08:12:28,4004136068067234,4004208133435428
0E0FF1FDA4E260AA,fs -copyToLocal,176,66,2013-11-03 08:11:17,2013-11-03 08:12:08,1835903803701858,1835954471194852
68A01DFC91462D4E,fs -copyToLocal,132,52,2013-11-03 08:11:18,2013-11-03 08:12:51,2200022239797222,2200115244176331
A69F9A23E57DC448,fs -copyToLocal,33,15,2013-11-03 08:11:21,2013-11-03 08:11:23,820197055042972,820199057350589
7D475154C19C18AA,fs -copyToLocal,44,19,2013-11-03 08:11:28,2013-11-03 08:12:06,2200226270020614,2200264066888440
921A51511471A415,fs -copyToLocal,110,43,2013-11-03 08:11:31,2013-11-03 08:12:24,3970551177924727,3970604060117146
A6DADDA3EFC5D183,fs -copyToLocal,167,64,2013-11-03 08:11:39,2013-11-03 08:12:32,4005677589834526,4005730611804387
ED9D1B0F4A914E67,fs -copyToLocal,156,60,2013-11-03 08:11:41,2013-11-03 08:13:20,4006908535407649,4007007177435800
4057678CB4EB928D,fs -copyToLocal,178,68,2013-11-03 08:11:45,2013-11-03 08:13:26,4006811850709198,4006913043334628
0C43DFB2DD377CD4,fs -copyToLocal,156,60,2013-11-03 08:11:49,2013-11-03 08:12:48,4006127786710039,4006186792595085
383D6625BD17C33A,fs -copyToLocal,44,19,2013-11-03 08:11:50,2013-11-03 08:12:32,736199683654345,736241588766637
82EE6BAC969330A2,fs -copyToLocal,88,35,2013-11-03 08:11:52,2013-11-03 08:12:40,291951297915546,291998817639613
A22DB54723CA5912,fs -copyToLocal,222,84,2013-11-03 08:11:54,2013-11-03 08:14:31,2205792080014261,2205949278428670
E7DB2A87AE09457A,fs -copyToLocal,99,39,2013-11-03 08:11:55,2013-11-03 08:12:31,2200314112371374,2200350072075435
C642A92F5D957799,fs -copyToLocal,222,84,2013-11-03 08:11:57,2013-11-03 08:13:54,2200507253580456,2200624446547080
1F8E73C0B79D27D8,fs -copyToLocal,186,69,2013-11-03 08:11:57,2013-11-03 08:13:22,2765492029839077,2765576546499392
EB649130AF52CCDE,fs -copyToLocal,167,64,2013-11-03 08:12:06,2013-11-03 08:13:27,4006136539569336,4006217048518962
BAF3EDF0DC3C0A8B,fs -copyToLocal,200,76,2013-11-03 08:12:12,2013-11-03 08:14:31,2200335594604993,2200474080537809
E804CDE942641EC8,fs -copyToLocal,44,19,2013-11-03 08:12:15,2013-11-03 08:12:28,1839304546221489,1839317674644356
12B1BE176EA6CD42,fs -copyToLocal,77,31,2013-11-03 08:12:20,2013-11-03 08:12:55,820088778100975,820123159914245
ED7421F5C65720AE,fs -copyToLocal,99,39,2013-11-03 08:12:20,2013-11-03 08:12:50,2200335907179825,2200365617425539
E81F6B0361B5DB4A,fs -copyToLocal,211,80,2013-11-03 08:12:26,2013-11-03 08:14:06,4006146671356955,4006246184197402
10EFE6A4030ACCBF,fs -copyToLocal,178,68,2013-11-03 08:12:35,2013-11-03 08:14:27,3967096760697135,3967208244626244
200B84B5D49B1A50,fs -copyToLocal,211,80,2013-11-03 08:12:38,2013-11-03 08:15:50,1714146381681195,1714338412963690
383C27D4ED8DB2E9,fs -copyToLocal,22,11,2013-11-03 08:12:40,2013-11-03 08:12:42,4006339565358502,4006341614222670
C59042906F33BF58,fs -copyToLocal,87,34,2013-11-03 08:12:41,2013-11-03 08:13:04,4006705079327796,4006727789574407
03E92CFBBDC516EE,fs -copyToLocal,55,23,2013-11-03 08:12:44,2013-11-03 08:13:31,4005742801881095,4005789175161239
483F88A096F4160E,fs -copyToLocal,221,83,2013-11-03 08:12:46,2013-11-03 08:14:16,820385529150405,820475518278872
53A1C52341D1530A,fs -copyToLocal,110,43,2013-11-03 08:12:48,2013-11-03 08:13:30,3970628007679389,3970670057173174
