OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,2311,4864028,0,277079.619072616
getBlockLocations,331,8510747,222436,457130.643504523
OP: try new BlockReader,2313,1229644891,3886776,175661079.709385
RPC:getBlockLocations,331,55385518,1879302,8421038.62134947
getFileInfo,888,5851421,88811,318767.072277705
newBlockReader,2313,1020853218,3425825,69957707.6581425
bestNode,2311,4623231,0,23769.5488160804
RPC:getFileInfo,888,29672951,361960,4131554.02754623
blockSeekTo,2313,1230149494,4300080,176672264.549112
OP: new blockSender,2313,15515831,0,758987.718714237
readBlock,2312,44515522780,388543667,6355777880.77061
checksumOk,2313,7904594,39252,352839.671034524
sendBlock,2311,44256473937,382728910,6119554507.63823
verifiedByClient,2287,126104984,0,240500.025018109
OP: receive block,2313,44416364970,386550799,6266404890.75678
