OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,1994,6725503997,12189453,67146129.3087112
OP: new BlockReceiver,5982,3923560744,219567,17921006.5195798
getFileInfo,947,8054607,0,322699.962825789
addBlock,1994,830490587,0,3219701.04552823
RPC:getFileInfo,947,30021970,317048,4284711.72896295
createBlockOutputStream,1994,6721155653,10432891,59398183.1243571
OP: connect next Datanode,3988,3922772173,3106256,23784144.3045346
RPC:addBlock,1994,832628743,1243022,7116676.76243721
RPC:create,195,742976936,2354887,35047613.1324788
create,195,741223553,1249937,32402724.3431626
OP: send block,1994,49015476650,406918608,5234858527.40948
writeBlock,5980,49058948544,412874219,5326087241.37001
receiveBlock,5980,49029148386,408479173,5290067908.71097
complete,195,620680340,931077,22886639.8871794
RPC:complete,195,621947450,1618672,25675617.5555555
getBlockLocations,278,6287938,165723,396324.985611511
RPC:getBlockLocations,278,157408672,1855148,9160270.77697841
readBlock,1924,17354966058,371394767,1667931588.99916
sendBlock,1924,17349347772,365382335,1628140477.90548
newBlockReader,1924,6807921519,2769655,17846257.7817922
blockSeekTo,1924,6820311492,3698319,24662173.3962125
OP: new blockSender,1924,674975905,0,2908194.16734724
OP: receive block,1924,17351395448,369439698,1642901740.85217
chooseDataNode,1924,5943970,0,287402.687122561
OP: try new BlockReader,1924,6819952233,3199053,23462480.5198465
checksumOk,1924,11185617,140824,360864.300214084
verifiedByClient,1898,2696924443,0,10712237.1542861
bestNode,1924,468954,0,23265.6230806369
