OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,9324,5479365,0,104441.52056611
mkdirs,852,51495172,650758,1321270.77175448
RPC:getFileInfo,9324,15260321,138745,2292876.93231174
RPC:mkdirs,852,52874614,1001608,2269421.9417593
complete,852,16257978,572803,1078592.60350236
RPC:complete,852,17167643,1113798,2150784.49227422
RPC:create,852,11452614,1730700,2526245.72445211
create,852,9050001,664706,1353800.12520258
setPermission,849,7601129,568863,1065870.99720402
rename,851,50221948,577282,1320299.14117177
RPC:rename,851,51399625,1325222,2280362.09225244
RPC:setPermission,849,8338429,1238550,2284843.27547115
setOwner,847,3279319,563659,1043965.35062871
RPC:setOwner,847,7427240,657589,2292070.00785476
RPC:getContentSummary,845,11937250,988433,2183446.04120601
getContentSummary,845,5601757,0,278303.892981112
getListing,846,776873,0,111234.19617195
RPC:getListing,846,58602698,1077045,1899204.42028327
RPC:delete,843,8842235,996314,1973308.40787012
delete,843,8024989,617352,1099687.88638935
