OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,11256,8321462,0,285354.298571961
getBlockLocations,1675,7027302,0,257018.057661694
OP: try new BlockReader,11254,2279905232,3563558,19728695.264343
RPC:getBlockLocations,1674,2136648597,1292540,14380283.0626244
getFileInfo,4535,7053042,0,200136.877969225
newBlockReader,11255,2249610094,1586716,11229284.9348626
bestNode,11257,7080505,0,23758.7349321887
RPC:getFileInfo,4532,222621152,104044,6420945.03298144
blockSeekTo,11254,2280400711,3943125,21586408.112705
OP: new blockSender,11252,481596039,0,800117.940987061
readBlock,11256,42887442110,378519853,1665021481.77712
sendBlock,11255,42882203550,373429635,1620993070.26524
OP: receive block,11256,42882967855,376658722,1657356438.07349
checksumOk,11256,24849138,0,352149.511349229
verifiedByClient,11242,23749002,0,79328.6713964079
