OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,1421,1912921963,15387902,49741238.2338139
OP: new BlockReceiver,4263,1846898481,0,14077372.7546737
getFileInfo,695,30657016,0,655501.170462487
addBlock,1421,527842800,60383,999811.041367563
RPC:getFileInfo,695,35840058,710228,4098561.81733126
createBlockOutputStream,1421,1910225439,13455541,45120199.600153
OP: connect next Datanode,2842,1832785002,4024186,19089750.3970868
RPC:addBlock,1421,531859173,1271274,4054019.99316219
RPC:create,143,270538254,2402869,8865681.94347327
create,143,267604003,1310288,6817117.05419582
OP: send block,1421,27121409593,608370818,3220210025.50159
writeBlock,4263,27179731850,617746605,3258877900.98349
receiveBlock,4263,27146478366,612933858,3231974592.33295
complete,143,394742624,1079079,6989572.89510481
RPC:complete,143,395942882,1772238,9020624.10722601
getBlockLocations,210,1558060,89130,438794.611111108
RPC:getBlockLocations,210,101061168,1408945,8559601.48888888
chooseDataNode,1380,7477549,53646,274552.215914436
bestNode,1380,200480,0,21579.2300051765
newBlockReader,1380,361435681,1827531,9124900.13167506
blockSeekTo,1380,376805797,4046949,16380321.5974929
OP: new blockSender,1380,88002498,0,750956.6821049
OP: try new BlockReader,1380,376431224,3643206,15291410.3207355
readBlock,1380,18496807408,393468842,1098251021.31723
sendBlock,1380,15180773782,386514696,1046244105.81221
OP: receive block,1380,18488864497,391154260,1086922304.38228
checksumOk,1380,17538550,56653,355057.828699094
verifiedByClient,1379,2032124880,0,4035035.7700732
