OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,485,1347377203,18841183,242276571.206427
OP: new BlockReceiver,1455,1328677008,0,75975005.1066221
getFileInfo,49,4740477,472054,1121222.71428571
addBlock,485,7270808,302514,565302.012920956
RPC:getFileInfo,49,17782631,2381644,5239896.26938772
createBlockOutputStream,485,1338999894,16873043,236130340.960682
OP: connect next Datanode,970,1327252448,4124041,124118428.285927
RPC:addBlock,485,58151954,1611898,4401887.15577319
RPC:create,49,52871239,2633319,6904144.8027211
create,49,44415219,1449822,4852813.21088436
OP: send block,485,61490027294,1233081599,18730342993.7483
writeBlock,1455,61939024290,1245113099,19193357315.3745
receiveBlock,1455,61710180107,1237474550,19004460642.8298
complete,49,284520570,1096578,8885389.51020398
RPC:complete,49,286355937,2038107,11398493.0204084
