OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,3163,9024882355,0,808052645.12261
getBlockLocations,1070,5536342,0,294568.26988207
RPC:getBlockLocations,1070,34130774,632485,5126915.38885175
getFileInfo,1100,5768141,0,210440.853988733
bestNode,3958,1586998,0,20843.8669129222
RPC:getFileInfo,1100,25839372,329708,2091502.95374795
OP: try new BlockReader,2633,3005151682,4758871,2945128710.85272
blockSeekTo,583,45099081268,0,22559904934.7833
newBlockReader,53,100321491,3510866,9227162.1132075
OP: new blockSender,53,15461188,276340,1039082.48427676
readBlock,53,1219518324,425898536,877890809.679244
checksumOk,53,735640,242567,383675.490566037
sendBlock,53,1214452527,421198369,857580194.333333
verifiedByClient,53,1414407,37243,179208.327044025
OP: receive block,53,1214704573,423955280,872378868.641513
