OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,719,135234741011,17161843,7298586833.03894
OP: new BlockReceiver,2178,63383243134,0,956714783.300135
getFileInfo,71,5693018,494789,1148512.03239436
addBlock,797,166969422,249427,1338538.39993725
RPC:getFileInfo,71,19858624,2428469,5220383.54436628
createBlockOutputStream,797,69125062789,14938987,7750887852.7919
OP: connect next Datanode,1511,66078171735,3507308,3755085365.58063
RPC:addBlock,797,171018002,1363464,4571222.73274784
RPC:create,71,518713029,2500317,21041027.2676057
create,71,517069687,1535216,18593938.4366198
OP: send block,719,24714967994,674803559,3827693604.43202
writeBlock,2230,66102658744,682484103,5922846396.07122
receiveBlock,2157,24728908931,677583109,3851095652.86127
RPC:complete,71,1417535417,2014503,27101140.1220659
complete,71,1411439315,1193928,25223347.3051644
abandonBlock,78,605474,132416,273037.440170941
RPC:abandonBlock,78,32238229,1447169,4085513.58547006
