OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,2630,1024668127,4759310,20779745.0383351
OP: new BlockReceiver,2630,482813044,0,1199907.67626053
getFileInfo,248,5992901,347769,1119256.78602157
OP: send block,2630,18695908156,351831415,4538101557.31151
writeBlock,2630,18722677936,354434232,4572787731.92599
addBlock,2630,67607671,0,376328.663759263
RPC:getFileInfo,248,18042465,2000999,4778269.26653235
createBlockOutputStream,2630,1019236389,2918482,17181951.215725
receiveBlock,2630,18715583433,352281880,4566038669.4321
RPC:addBlock,2630,225555705,1147806,2993457.03639282
RPC:create,248,18615200,1771771,3913107.38978497
create,248,5090058,1126079,2093857.82258068
complete,253,26234161,187956,2429007.47299076
RPC:complete,253,27801468,1590501,4212463.56818183
