OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,9865,13885802,0,208962.371359862
mkdirs,605,837664063,966820,14819037.3538254
RPC:getFileInfo,9865,213439035,84142,4621929.49271915
RPC:mkdirs,605,839073174,1755055,17941540.8858088
RPC:create,582,879241138,2085789,23368372.0801836
create,582,877775669,1109962,18862039.6626578
nextBlockOutputStream,5915,138187479523,15522529,841661257.706288
OP: new BlockReceiver,17920,63121042338,0,148214421.059894
addBlock,6120,960711140,0,1360139.78494006
createBlockOutputStream,6124,69072777253,1480893,903988539.457658
OP: connect next Datanode,12076,66070379911,2122300,410690693.105522
RPC:addBlock,6120,963037386,976832,6126159.1357543
OP: send block,5912,85723123031,583265516,5523214927.5715
writeBlock,18047,497292052769,1846593,5881476874.50137
receiveBlock,17784,497199201747,486908,5685191297.88167
RPC:complete,579,1662845806,1705994,26025955.0109379
complete,579,1655889909,939608,22538976.6079445
rename,582,934295505,1095544,13711887.785939
RPC:rename,582,935589430,1924718,16739541.9152346
RPC:setPermission,582,795005867,2087040,21427711.2050396
setPermission,582,766847559,1039997,18213286.7737683
setOwner,582,998700798,751495,22986808.9123712
RPC:setOwner,582,1000121813,1689774,26514876.9994274
getListing,582,1374030,0,171114.282932413
RPC:getListing,582,256631006,1251472,5001623.44043534
getContentSummary,582,4777654,0,439649.230240548
RPC:getContentSummary,582,48978928,1635036,4374184.16895761
getBlockLocations,859,137956210,0,412639.495149399
RPC:getBlockLocations,859,314477603,1372779,9108795.95847894
chooseDataNode,5963,3063014250,0,4397543.01913194
bestNode,5969,4856675,0,22917.7902544102
newBlockReader,5945,10090461077,2863998,14154049.7365575
blockSeekTo,5879,60245014901,147013,102320291.359414
OP: new blockSender,5952,10084031467,0,5135984.49508258
OP: try new BlockReader,5958,60235914801,3487845,114132687.711501
readBlock,5952,24322793436,712309,1232085823.98905
sendBlock,5877,24068293890,4727404,1195294308.33419
OP: receive block,5876,24319474283,14121909,1221935430.88363
checksumOk,5844,7962962,0,342889.431733365
verifiedByClient,5612,3988470424,0,7159908.06825257
RPC:delete,1150,916697357,1460510,22510984.0057963
delete,1150,915251281,832894,19229522.6607971
RPC:reportBadBlocks,32,7029041,1148477,2890015.75
reportBadBlocks,32,902621,141252,343195.437500002
abandonBlock,206,726851,100526,213584.911407767
RPC:abandonBlock,206,34384770,713015,3282564.87500003
RPC:getBlockInfo,3,84255054,1268741,29451416.3333333
RPC:getProtocolVersion,9,195287308,1294897,30558746.8888889
getProtocolVersion,9,3958503,85303,1680762.7037037
getBlockInfo,3,82426226,293469,27776590
startBlockRecovery,2,8665580,1850957,5258268.5
RPC:startBlockRecovery,2,10899366,3284555,7091960.5
nextGenerationStamp,4,1128486,154590,579364
RPC:nextGenerationStamp,4,7646157,1406862,3111319.25
updateBlock,2,1098333,607388,852860.5
RPC:commitBlockSynchronization,4,10316199,1138121,4426130.75
commitBlockSynchronization,4,4067803,281700,1280412.75
recoverBlock,4,75754030,21372034,39729739
RPC:recoverBlock,4,78180388,22924857,42030480
RPC:updateBlock,2,3227623,1467536,2347579.5
RPC:errorReport,3,15874774,2082716,7062300.66666667
errorReport,3,1461219,656190,1093153
