OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,4160,9066363295,0,279730562.043725
getBlockLocations,784,600916989,0,1119894.5545493
OP: try new BlockReader,3906,15664017288,4186242,1491877955.82319
RPC:getBlockLocations,784,607262771,1085409,9378825.20412417
getFileInfo,1184,4108397,0,228087.037170463
newBlockReader,2044,217807790,2895752,9843182.70677401
bestNode,4541,499955,0,21966.4565270403
RPC:getFileInfo,1184,231689414,646901,4753701.60777966
blockSeekTo,2298,45146944778,132041,3011033933.0195
OP: new blockSender,2044,27886307,0,812310.440654412
readBlock,2043,14520468120,385422857,1194926428.12194
checksumOk,2042,4578660,0,333432.684219866
sendBlock,2043,14506976338,379794939,1164449775.7768
verifiedByClient,2035,18125655,0,150026.538744407
OP: receive block,2044,60475904780,383359454,1225299660.84791
