OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,6027,3141406790,0,463346485.196758
getBlockLocations,1198,5286758,0,347928.344220522
OP: try new BlockReader,5496,1479167441,3319993,14445463.1732416
RPC:getBlockLocations,1198,215497343,1294716,8381466.5698188
readBlock,5497,5635743631,202948,305781652.122025
getFileInfo,1512,4810656,0,231283.91956507
newBlockReader,5496,1473737715,1689866,9316312.39557737
bestNode,6822,3599037,0,22252.7263755175
RPC:getFileInfo,1512,34096590,337265,4367079.90432704
blockSeekTo,2027,10802181746,0,1319280134.28585
OP: new blockSender,5497,1462336138,0,1434150.54599097
sendBlock,1497,5606336692,376859032,972313514.111855
OP: receive block,1497,5629072056,380048929,997707298.400419
checksumOk,1497,7683789,0,345251.55533209
verifiedByClient,1495,127444087,0,218581.787647706
