OpName,Num,MaxDelay,MinDelay,AverageDelay
getBlockLocations,510,1300659288,0,2960053.72924835
RPC:getBlockLocations,509,1307154059,1689380,13502381.3411917
readBlock,3485,35121742331,199900825,1860749063.57758
getFileInfo,1340,10620929,0,275000.097393984
sendBlock,3487,34998393949,194688872,1811205859.53404
newBlockReader,3486,1885154629,2902395,12979729.9143207
blockSeekTo,3486,1896937370,4116701,22772461.7754549
OP: new blockSender,3487,1203621358,0,1534665.02688614
OP: receive block,9129,35116882791,197999321,1890480074.05426
chooseDataNode,3485,4885086,0,291577.469876
OP: try new BlockReader,3486,1896572004,3689338,21268454.4722023
RPC:getFileInfo,1338,215662134,80560,5768224.15337804
bestNode,3485,3410944,0,23717.2571744575
checksumOk,1606,14163999,88519,351110.609684661
verifiedByClient,1604,54239717,0,217164.13912614
