OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,5262,3211244573,0,749185332.144532
getBlockLocations,1416,4612809,0,297119.746933002
RPC:getBlockLocations,1416,209482004,1629130,5544431.30124256
getFileInfo,1476,4660608,0,203519.288452418
bestNode,6309,4885613,0,21087.611993979
RPC:getFileInfo,1476,18040802,527396,2293570.7666443
OP: try new BlockReader,4564,278191946,2932986,8636693.02245332
readBlock,4564,3001057773,0,63407067.1264748
newBlockReader,4564,277298810,1004506,6327475.54335006
OP: new blockSender,4564,5910006,0,629511.421672759
blockSeekTo,977,9443910749,0,4026939290.70146
sendBlock,279,2968588070,412851069,790955158.489007
OP: receive block,279,2984490184,415861599,804986497.143491
checksumOk,279,3982552,179857,352284.119892473
verifiedByClient,279,1467838,0,86136.9491039429
