OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,1220,11195616352,13401246,301929092.513703
OP: new BlockReceiver,3660,11188859973,303375,154889264.28625
getFileInfo,120,5144393,376754,1176347.75124998
addBlock,1221,3293459,0,486473.011820902
RPC:getFileInfo,120,19429238,2500888,4769826.70902773
createBlockOutputStream,1221,11192649324,10143689,296913151.840829
OP: connect next Datanode,2441,11188129716,2807782,143116807.932387
RPC:addBlock,1221,25715199,1540464,3610392.79207328
RPC:create,120,15561095,2636944,3858883.77222218
create,120,8320507,1369154,2188039.02500001
OP: send block,1220,358271337231,969933435,45733892926.0706
writeBlock,3662,366219149372,1001443,46138446657.0847
receiveBlock,3660,366182475218,971209025,46004436501.9801
complete,120,5462066,896533,1898623.89444445
RPC:complete,120,11031395,1894828,4056894.52777777
abandonBlock,1,426277,426277,426277
RPC:abandonBlock,1,2372732,2372732,2372732
