OpName,Num,MaxDelay,MinDelay,AverageDelay
chooseDataNode,3322,5430862,0,279844.940464631
getBlockLocations,497,4806835,137774,406886.40928906
OP: try new BlockReader,3322,1840421666,3656019,22822470.7149957
RPC:getBlockLocations,497,96948946,1543066,12569897.8740779
getFileInfo,1348,5346320,0,284853.423605971
newBlockReader,3322,1806634167,2153271,13194212.6740371
bestNode,3322,682962,0,22858.5425284679
RPC:getFileInfo,1341,234542415,664736,7767923.11558732
blockSeekTo,3322,1840860029,4063972,24424327.2981653
OP: new blockSender,3322,517438312,0,869688.784406437
readBlock,3321,26309292904,241385297,1612143902.81737
checksumOk,3213,5948413,19324,350654.60801723
sendBlock,3322,26280585473,235823747,1570634327.60648
verifiedByClient,3208,39664697,0,154030.882003443
OP: receive block,3646,26296376150,238835719,1587674262.74076
