OpName,Num,MaxDelay,MinDelay,AverageDelay
getFileInfo,3868,8838498,0,220219.499103304
mkdirs,250,960892782,1004366,15203612.054226
RPC:getFileInfo,3868,214832330,582196,4000965.25834749
RPC:mkdirs,250,965054308,1703628,18312696.322946
nextBlockOutputStream,2353,69196327734,15711587,1131491191.83988
OP: new BlockReceiver,7185,63103240268,0,137608327.474727
addBlock,2478,587469379,82313,1986244.31076139
createBlockOutputStream,2494,69115534957,1476442,1192283505.69592
OP: connect next Datanode,4863,370819327080,564847,472035441.741309
RPC:addBlock,2478,588851994,1028021,5487823.26183754
RPC:create,235,388070238,2230668,16382023.7858157
create,235,376725921,1088786,13727558.6510635
OP: send block,2345,110279012603,659045574,4927449542.97461
writeBlock,7260,403542850839,1436824,6041723849.40472
receiveBlock,7090,403524304977,760274,5834022408.66817
complete,227,561173671,980359,18291811.6024231
RPC:complete,227,565495972,1613355,20883957.6787811
rename,231,434585460,957956,14182931.975108
RPC:rename,231,435956910,1853261,16980764.7316015
setPermission,231,2844720300,961956,28300769.0840545
RPC:setPermission,231,2848655223,2026197,31986047.3964646
setOwner,231,469917502,876607,19910456.4610387
RPC:setOwner,231,474397000,1835217,23061425.5220059
RPC:getContentSummary,230,17524170,1657987,3778892.69710143
getContentSummary,230,1798104,206705,449414.072463763
getListing,230,1808185,0,185647.715942022
RPC:getListing,230,27197830,1384358,3707362.42210144
getBlockLocations,326,94190870,56101,575462.546012264
RPC:getBlockLocations,326,95973740,1205970,7810863.64314927
chooseDataNode,2241,8863683,148466,277373.543261932
bestNode,2241,465310,0,22217.1878848725
newBlockReader,2220,1216998167,1761316,10464958.0521553
blockSeekTo,2220,60096824855,4146944,326790541.903864
OP: new blockSender,2231,272286618,0,897254.683191389
OP: try new BlockReader,2241,60084059963,2228911,407604600.527308
sendBlock,2222,330200671152,5062831,1297698782.19867
OP: receive block,2220,61283729461,288675552,1213223731.74872
readBlock,2231,330208524248,625059,1298990871.35243
checksumOk,2219,14778257,192953,356856.181808607
verifiedByClient,2131,3673994640,0,10650190.0060534
RPC:delete,440,725535472,1575013,14128791.9651523
delete,440,723484202,781766,11839842.982235
RPC:getProtocolVersion,28,2615452231,1534458,366815433.5
getProtocolVersion,28,692490061,107384,67515010.7738092
RPC:commitBlockSynchronization,16,45291394,2437101,7023860.55208333
commitBlockSynchronization,16,44034918,168496,3121317.33854167
recoverBlock,16,1967437250,9959134,379509734.421876
RPC:recoverBlock,16,1971971974,12599924,383449923.739582
RPC:updateBlock,8,8292229,1330934,4277279.50000001
startBlockRecovery,8,13086113,631587,4560050.75
RPC:startBlockRecovery,8,16774112,2060388,8412226.12500002
nextGenerationStamp,16,646496,54787,311844.416666667
RPC:nextGenerationStamp,16,7852873,1045049,3415837.14583333
updateBlock,8,2151890,607337,1117591.5
abandonBlock,125,742642,0,187432.288000001
RPC:abandonBlock,125,38608293,711028,3142352.62533337
RPC:getBlockInfo,4,11954716,1826478,6450343.5
getBlockInfo,4,427352,309237,373786.75
