OpName,Num,MaxDelay,MinDelay,AverageDelay
getBlockLocations,985,687674973,0,1761672.2188155
RPC:getBlockLocations,985,693770688,1805233,8032206.97544856
readBlock,3452,5417534832,1604007,348513904.86876
getFileInfo,1540,4861275,0,201831.001704966
sendBlock,3452,5336107809,981718,329456179.939834
newBlockReader,3452,288639586,2846675,8797127.30846017
blockSeekTo,3610,3701893311,0,558027240.764001
OP: new blockSender,3452,15485549,0,746382.997652469
RPC:reportBadBlocks,2118,692111779,71945,4200021.60957481
OP: receive block,3237,5397391521,2868879,359068939.349461
reportBadBlocks,2118,687230943,0,755147.29141854
chooseDataNode,3610,3696204185,0,554802118.890102
OP: try new BlockReader,3452,291121091,3397186,13454769.2930788
RPC:getFileInfo,1536,35515167,388172,3368631.06775605
bestNode,4210,356238,0,18906.2793936702
checksumOk,1119,4742400,61562,344695.084486568
verifiedByClient,1117,19786303,0,131200.767559795
