OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,765,69149091565,16881177,2187911670.83367
OP: new BlockReceiver,2311,63098759489,0,317493767.79156
getFileInfo,75,8896427,396510,1132129.39199995
addBlock,813,31636204,161294,580201.751552158
RPC:getFileInfo,75,16490417,2366258,4965043.42777785
createBlockOutputStream,813,69086452659,1070238,2306980456.35556
OP: connect next Datanode,1576,66075257178,662238,1098570519.45408
RPC:addBlock,813,34140087,1270580,3537671.37690648
RPC:create,75,174363564,2740428,9433769.86666668
create,75,173218940,1603137,7179288.52888891
OP: send block,765,33557159665,587748004,4192891336.1452
writeBlock,2341,66077149818,1604465,4840548214.78916
receiveBlock,2295,33581426898,593916115,4232452081.89846
complete,75,175129293,1164461,6972104.9022222
RPC:complete,75,187897264,2090666,8972695.28444445
abandonBlock,48,912062,19553,308067.019097221
RPC:abandonBlock,48,15060209,868821,3169728.4392361
