OpName,Num,MaxDelay,MinDelay,AverageDelay
nextBlockOutputStream,2497,25517040451,13475353,103284906.172187
OP: new BlockReceiver,7491,25504351641,0,41505208.5781559
getFileInfo,250,7782217,299128,1146125.87349524
addBlock,2497,132220295,0,523985.016533144
RPC:getFileInfo,250,17518608,2392459,5146332.7842189
createBlockOutputStream,2497,25514571308,11518820,98255214.6761362
OP: connect next Datanode,4994,25502351754,3045948,57583460.9578138
RPC:addBlock,2497,336539043,1280236,3877056.65758233
RPC:create,250,114644864,2251653,6011780.82866667
create,250,113442112,1391869,3958528.65799999
OP: send block,2497,68561098003,695496048,6041527260.12021
complete,250,141395356,1095688,3703376.29999998
writeBlock,7491,69889022227,703278046,6161022308.64443
RPC:complete,250,142993192,1994669,5764200.87866662
receiveBlock,7491,68622661964,695989751,6094401743.09705
